Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,EpisodeTime,AverageMoveTime
51,-0.2065217391304347,73,0.982200000000002,0.0,0.7852632999420166,0.19631582498550415
52,-0.14130434782608692,79,0.981900000000002,0.0,0.5923066139221191,0.1974355379740397
53,-0.08695652173913038,84,0.981600000000002,0.0,0.6185619831085205,0.20618732770284018
54,-0.9782608695652174,2,0.9813000000000021,0.0,0.6127843856811523,0.20426146189371744
55,-0.043478260869564855,88,0.9804000000000022,0.0,1.8665320873260498,0.20739245414733887
56,-0.010869565217391242,91,0.9793000000000023,0.0,2.5586917400360107,0.2326083400032737
57,-0.11956521739130432,81,0.9791000000000023,0.0,0.4343106746673584,0.2171553373336792
58,-0.11956521739130432,81,0.9788000000000023,0.0,0.5982949733734131,0.1994316577911377
59,-0.04347826086956519,88,0.9785000000000024,0.0,0.6427512168884277,0.21425040562947592
60,-0.06521739130434778,86,0.9782000000000024,0.0,0.6116650104522705,0.2038883368174235
61,-0.010869565217391242,91,0.9779000000000024,0.0,0.6719815731048584,0.22399385770161948
62,-0.08695652173913038,84,0.9774000000000025,0.0,1.0203406810760498,0.20406813621520997
63,-0.10869565217391308,82,0.9772000000000025,0.0,0.3939781188964844,0.1969890594482422
64,-0.010869565217391242,91,0.9769000000000025,0.0,0.5723800659179688,0.1907933553059896
65,-0.34782608695652173,60,0.9767000000000026,0.0,0.40557050704956055,0.20278525352478027
66,-0.15217391304347816,78,0.9764000000000026,0.0,0.6334655284881592,0.21115517616271973
67,-0.1630434782608695,77,0.9761000000000026,0.0,0.5766165256500244,0.19220550855000815
68,-0.15217391304347816,78,0.9756000000000027,0.0,1.0156207084655762,0.20312414169311524
69,-0.032608695652173725,89,0.9750000000000028,0.0,1.2782769203186035,0.21304615338643393
70,-0.9565217391304348,4,0.9745000000000028,0.0,0.9814376831054688,0.19628753662109374
71,-0.06521739130434778,86,0.9741000000000029,0.0,0.8176956176757812,0.2044239044189453
72,-0.10869565217391297,82,0.9737000000000029,0.0,0.8079385757446289,0.20198464393615723
73,-0.9891304347826086,1,0.9735000000000029,0.0,0.42336177825927734,0.21168088912963867
74,-0.9782608695652174,2,0.973200000000003,0.0,0.670835018157959,0.22361167271931967
75,-0.3152173913043478,63,0.972800000000003,0.0,0.8447797298431396,0.2111949324607849
76,-0.032608695652173836,89,0.972300000000003,0.0,1.0343141555786133,0.20686283111572265
77,-0.07608695652173902,85,0.9717000000000031,0.0,1.3213400840759277,0.22022334734598795
78,-0.010869565217391242,91,0.9706000000000032,0.0,2.666692018508911,0.24242654713717374
79,-0.9891304347826086,1,0.9704000000000033,0.0,0.47635483741760254,0.23817741870880127
80,-0.15217391304347827,78,0.9700000000000033,0.0,0.8417198657989502,0.21042996644973755
81,-0.021739130434782594,90,0.9698000000000033,0.0,0.4383258819580078,0.2191629409790039
82,-0.19565217391304346,74,0.9694000000000034,0.0,0.8009195327758789,0.20022988319396973
83,-0.2826086956521737,66,0.9689000000000034,0.0,0.9726393222808838,0.19452786445617676
84,-0.08695652173913038,84,0.9682000000000035,0.0,1.5027172565460205,0.21467389379228866
85,-0.3586956521739131,59,0.9680000000000035,0.0,0.36718177795410156,0.18359088897705078
86,-0.01086956521739102,91,0.9673000000000036,0.0,1.3897590637207031,0.1985370091029576
87,-0.1630434782608695,77,0.9668000000000037,0.0,1.0989110469818115,0.2197822093963623
88,-0.021739130434782594,90,0.9665000000000037,0.0,0.5554821491241455,0.18516071637471518
89,-0.09782608695652162,83,0.9660000000000037,0.0,1.1124038696289062,0.22248077392578125
90,-0.3260869565217389,62,0.9654000000000038,0.0,1.3128070831298828,0.21880118052164713
91,-0.5434782608695652,42,0.9652000000000038,0.0,0.40183186531066895,0.20091593265533447
92,-0.10869565217391297,82,0.9648000000000039,0.0,0.8313415050506592,0.2078353762626648
93,-0.1630434782608693,77,0.963700000000004,0.0,2.295053720474243,0.2086412473158403
94,-0.07608695652173902,85,0.963200000000004,0.0,1.0458552837371826,0.20917105674743652
95,-0.08695652173913038,84,0.9629000000000041,0.0,0.6305265426635742,0.2101755142211914
96,-0.9891304347826086,1,0.9627000000000041,0.0,0.36070966720581055,0.18035483360290527
97,-0.9891304347826086,1,0.9625000000000041,0.0,0.369351863861084,0.184675931930542
98,-0.08695652173913038,84,0.9617000000000042,0.0,1.6062803268432617,0.20078504085540771
99,-0.05434782608695654,87,0.9615000000000042,0.0,0.3720688819885254,0.1860344409942627
100,-0.9891304347826086,1,0.9613000000000043,0.0,0.38133668899536133,0.19066834449768066
101,-0.07608695652173902,85,0.9608000000000043,0.0,1.0539295673370361,0.21078591346740722
102,-0.010869565217391242,91,0.9604000000000044,0.0,0.7880659103393555,0.19701647758483887
103,-0.25,69,0.9600000000000044,0.0,0.7756290435791016,0.1939072608947754
104,-0.04347826086956508,88,0.9596000000000044,0.0,0.8092136383056641,0.20230340957641602
105,-0.9891304347826086,1,0.9594000000000045,0.0,0.3850400447845459,0.19252002239227295
106,-0.07608695652173902,85,0.9589000000000045,0.0,1.0369505882263184,0.20739011764526366
107,-0.032608695652173836,89,0.9584000000000046,0.0,1.0000057220458984,0.20000114440917968
108,-0.9891304347826086,1,0.9582000000000046,0.0,0.42635440826416016,0.21317720413208008
109,-0.04347826086956519,88,0.9579000000000046,0.0,0.5763704776763916,0.1921234925587972
110,-0.21739130434782605,72,0.9577000000000047,0.0,0.56565260887146,0.28282630443573
111,-0.043478260869564966,88,0.9570000000000047,0.0,1.497999668121338,0.21399995258876256
112,-0.06521739130434778,86,0.9566000000000048,0.0,0.782341718673706,0.1955854296684265
113,-0.09782608695652162,83,0.9562000000000048,0.0,1.492422342300415,0.37310558557510376
114,-0.1847826086956521,75,0.9559000000000049,0.0,0.6351807117462158,0.21172690391540527
115,-0.19565217391304346,74,0.9553000000000049,0.0,1.2352356910705566,0.20587261517842612
116,-0.2065217391304347,73,0.954900000000005,0.0,0.8043045997619629,0.20107614994049072
117,-0.6847826086956521,29,0.954700000000005,0.0,0.36734747886657715,0.18367373943328857
118,-0.25,69,0.954400000000005,0.0,0.6441125869750977,0.21470419565836588
119,-0.19565217391304346,74,0.954100000000005,0.0,0.6559123992919922,0.21863746643066406
120,-0.19565217391304346,74,0.9537000000000051,0.0,0.8186652660369873,0.20466631650924683
121,-0.15217391304347827,78,0.9535000000000051,0.0,0.3529324531555176,0.1764662265777588
122,-0.28260869565217384,66,0.9532000000000052,0.0,0.5893270969390869,0.1964423656463623
123,-0.05434782608695621,87,0.9521000000000053,0.0,2.236999988555908,0.20336363532326437
124,-0.5,46,0.9516000000000053,0.0,1.0807464122772217,0.21614928245544435
125,-0.17391304347826053,76,0.9507000000000054,0.0,1.9702727794647217,0.2189191977183024
126,-0.8804347826086957,11,0.9502000000000055,0.0,0.9659416675567627,0.19318833351135253
127,-0.05434782608695643,87,0.9499000000000055,0.0,0.587756872177124,0.19591895739237467
128,-0.04347826086956519,88,0.9496000000000056,0.0,0.6126635074615479,0.20422116915384927
129,-0.0652173913043479,86,0.9493000000000056,0.0,0.7119970321655273,0.23733234405517578
130,-0.09782608695652173,83,0.9491000000000056,0.0,0.4133768081665039,0.20668840408325195
131,-0.15217391304347805,78,0.9483000000000057,0.0,1.6079437732696533,0.20099297165870667
132,-0.9782608695652174,2,0.9480000000000057,0.0,0.6577074527740479,0.21923581759134927
133,-0.11956521739130432,81,0.9476000000000058,0.0,0.7843117713928223,0.19607794284820557
134,-0.1847826086956521,75,0.9472000000000058,0.0,0.7836520671844482,0.19591301679611206
135,-0.23913043478260854,70,0.9466000000000059,0.0,1.2132737636566162,0.20221229394276938
136,-0.2499999999999999,69,0.9461000000000059,0.0,1.1951894760131836,0.2390378952026367
137,-0.9891304347826086,1,0.945900000000006,0.0,0.3793327808380127,0.18966639041900635
138,-0.021739130434782483,90,0.945500000000006,0.0,0.7950601577758789,0.19876503944396973
139,-0.3152173913043479,63,0.945100000000006,0.0,1.370307207107544,0.342576801776886
140,-0.15217391304347816,78,0.9446000000000061,0.0,1.644026279449463,0.32880525588989257
141,-0.1630434782608695,77,0.9442000000000061,0.0,0.7480018138885498,0.18700045347213745
142,-0.5,46,0.9440000000000062,0.0,0.4039425849914551,0.20197129249572754
143,-0.05434782608695643,87,0.9437000000000062,0.0,0.6156876087188721,0.20522920290629068
144,-0.05434782608695643,87,0.9433000000000062,0.0,0.7156641483306885,0.17891603708267212
145,-0.05434782608695654,87,0.9425000000000063,0.0,1.6293189525604248,0.2036648690700531
146,-0.10869565217391297,82,0.9418000000000064,0.0,1.3500020503997803,0.1928574357713972
147,-0.21739130434782605,72,0.9415000000000064,0.0,0.5883829593658447,0.19612765312194824
148,-0.9891304347826086,1,0.9413000000000065,0.0,0.36341381072998047,0.18170690536499023
149,-0.03260869565217395,89,0.9407000000000065,0.0,1.5449235439300537,0.2574872573216756
150,-0.15217391304347816,78,0.9403000000000066,0.0,1.0413119792938232,0.2603279948234558
151,-0.032608695652173836,89,0.9399000000000066,0.0,0.8263669013977051,0.20659172534942627
152,-0.06521739130434778,86,0.9397000000000066,0.0,0.37833523750305176,0.18916761875152588
153,-0.07608695652173902,85,0.9393000000000067,0.0,0.7686522006988525,0.19216305017471313
154,-0.1847826086956521,75,0.9390000000000067,0.0,0.5880515575408936,0.1960171858469645
155,-0.04347826086956508,88,0.9385000000000068,0.0,0.9823031425476074,0.19646062850952148
156,-0.04347826086956519,88,0.9382000000000068,0.0,0.5823464393615723,0.19411547978719076
157,-0.06521739130434778,86,0.9378000000000069,0.0,0.8572916984558105,0.21432292461395264
158,-0.08695652173913038,84,0.9374000000000069,0.0,0.8307983875274658,0.20769959688186646
159,-0.07608695652173914,85,0.9372000000000069,0.0,0.38031888008117676,0.19015944004058838
160,-0.9021739130434783,9,0.936700000000007,0.0,2.158296585083008,0.43165931701660154
161,-0.11956521739130432,81,0.936500000000007,0.0,0.43913936614990234,0.21956968307495117
162,-0.15217391304347827,78,0.936300000000007,0.0,0.384753942489624,0.192376971244812
163,-0.09782608695652162,83,0.9358000000000071,0.0,1.148838996887207,0.2297677993774414
164,-0.4347826086956522,52,0.9352000000000071,0.0,1.1404447555541992,0.19007412592569986
165,-0.30434782608695643,64,0.9339000000000073,0.0,2.959507942199707,0.22765445709228516
166,-0.13043478260869568,80,0.9337000000000073,0.0,0.41677308082580566,0.20838654041290283
167,-0.032608695652173836,89,0.9332000000000074,0.0,1.0055997371673584,0.20111994743347167
168,-0.17391304347826086,76,0.9329000000000074,0.0,0.593031644821167,0.197677214940389
169,-0.1630434782608695,77,0.9327000000000074,0.0,0.37343835830688477,0.18671917915344238
170,-0.05434782608695632,87,0.9319000000000075,0.0,1.6402299404144287,0.2050287425518036
171,-0.021739130434782483,90,0.9312000000000076,0.0,1.4880263805389404,0.21257519721984863
172,-0.7608695652173914,22,0.9308000000000076,0.0,0.846024751663208,0.211506187915802
173,-0.032608695652173836,89,0.9302000000000077,0.0,1.7636568546295166,0.29394280910491943
174,-0.06521739130434767,86,0.9296000000000078,0.0,1.1883318424224854,0.19805530707041422
175,-0.04347826086956519,88,0.9294000000000078,0.0,0.36669468879699707,0.18334734439849854
176,-0.5108695652173914,45,0.9290000000000078,0.0,0.9146871566772461,0.22867178916931152
177,-0.032608695652173836,89,0.9286000000000079,0.0,0.8279309272766113,0.20698273181915283
178,-0.6086956521739131,36,0.9280000000000079,0.0,1.1441075801849365,0.1906845966974894
179,-0.09782608695652162,83,0.927400000000008,0.0,1.2299895286560059,0.20499825477600098
180,-0.2934782608695652,65,0.927100000000008,0.0,0.5648982524871826,0.18829941749572754
181,-0.7065217391304348,27,0.9266000000000081,0.0,1.6626710891723633,0.3325342178344727
182,-0.09782608695652162,83,0.9262000000000081,0.0,0.7666621208190918,0.19166553020477295
183,-0.09782608695652173,83,0.9257000000000082,0.0,1.4332962036132812,0.28665924072265625
184,-0.06521739130434778,86,0.9255000000000082,0.0,0.37465977668762207,0.18732988834381104
185,-0.07608695652173914,85,0.9252000000000082,0.0,0.6009163856506348,0.20030546188354492
186,-0.14130434782608692,79,0.9250000000000083,0.0,0.3997371196746826,0.1998685598373413
187,-0.07608695652173902,85,0.9245000000000083,0.0,1.03568696975708,0.207137393951416
188,-0.967391304347826,3,0.9241000000000084,0.0,1.3916354179382324,0.3479088544845581
189,-0.09782608695652173,83,0.9236000000000084,0.0,1.0040130615234375,0.2008026123046875
190,-0.26086956521739135,68,0.9230000000000085,0.0,1.180356740951538,0.196726123491923
191,-0.04347826086956519,88,0.9226000000000085,0.0,0.8233375549316406,0.20583438873291016
192,-0.06521739130434767,86,0.9220000000000086,0.0,1.322627305984497,0.2204378843307495
193,-0.967391304347826,3,0.9216000000000086,0.0,0.75296950340271,0.1882423758506775
194,-0.07608695652173914,85,0.9214000000000087,0.0,0.4136617183685303,0.20683085918426514
195,-0.05434782608695654,87,0.9212000000000087,0.0,0.9950213432312012,0.4975106716156006
196,-0.032608695652173614,89,0.9203000000000088,0.0,1.9499738216400146,0.21666375796000162
197,-0.1413043478260868,79,0.9195000000000089,0.0,2.5353341102600098,0.3169167637825012
198,-0.08695652173913038,84,0.9191000000000089,0.0,1.060901165008545,0.26522529125213623
199,-0.15217391304347816,78,0.918700000000009,0.0,1.1573705673217773,0.28934264183044434
200,-0.09782608695652173,83,0.918400000000009,0.0,0.6987426280975342,0.23291420936584473
201,-0.08695652173913049,84,0.918200000000009,0.0,0.4399566650390625,0.21997833251953125
202,-0.032608695652173836,89,0.9177000000000091,0.0,1.011955976486206,0.2023911952972412
203,-0.06521739130434778,86,0.9175000000000091,0.0,0.39004969596862793,0.19502484798431396
204,-0.05434782608695643,87,0.9172000000000091,0.0,0.6885776519775391,0.22952588399251303
205,-0.09782608695652173,83,0.9170000000000091,0.0,1.0206336975097656,0.5103168487548828
206,-0.04347826086956508,88,0.9163000000000092,0.0,2.289863348007202,0.3271233354296003
207,-0.21739130434782605,72,0.9161000000000092,0.0,0.5008707046508789,0.25043535232543945
208,-0.06521739130434767,86,0.9152000000000093,0.0,1.8656494617462158,0.20729438463846842
209,-0.08695652173913049,84,0.9150000000000094,0.0,0.5156567096710205,0.25782835483551025
210,-0.38043478260869557,57,0.9147000000000094,0.0,0.5900490283966064,0.1966830094655355
211,-0.11956521739130432,81,0.9144000000000094,0.0,0.6696245670318604,0.22320818901062012
212,-0.10869565217391297,82,0.9139000000000095,0.0,1.0206451416015625,0.2041290283203125
213,-0.10869565217391297,82,0.9135000000000095,0.0,1.2646446228027344,0.3161611557006836
214,-0.2282608695652173,71,0.9131000000000096,0.0,0.7723464965820312,0.1930866241455078
215,-0.032608695652173836,89,0.9126000000000096,0.0,0.9993317127227783,0.19986634254455565
216,-0.07608695652173902,85,0.9122000000000097,0.0,0.8693511486053467,0.21733778715133667
217,-0.06521739130434767,86,0.9117000000000097,0.0,1.0999820232391357,0.21999640464782716
218,-0.07608695652173902,85,0.9111000000000098,0.0,1.2705318927764893,0.2117553154627482
219,-0.15217391304347827,78,0.9109000000000098,0.0,0.43436622619628906,0.21718311309814453
220,-0.06521739130434778,86,0.9104000000000099,0.0,1.607670783996582,0.3215341567993164
221,-0.010869565217391353,91,0.9099000000000099,0.0,1.6510002613067627,0.3302000522613525
222,-0.05434782608695654,87,0.90970000000001,0.0,0.42839765548706055,0.21419882774353027
223,-0.07608695652173914,85,0.90910000000001,0.0,1.2499239444732666,0.2083206574122111
224,-0.14130434782608692,79,0.90870000000001,0.0,0.8076992034912109,0.20192480087280273
225,-0.01086956521739113,91,0.9079000000000101,0.0,1.6363179683685303,0.20453974604606628
226,-0.010869565217391242,91,0.9076000000000102,0.0,0.5539822578430176,0.1846607526143392
227,-0.05434782608695643,87,0.9071000000000102,0.0,1.7902851104736328,0.35805702209472656
228,-0.09782608695652173,83,0.9069000000000103,0.0,0.9992749691009521,0.4996374845504761
229,-0.6413043478260869,33,0.9066000000000103,0.0,0.5948433876037598,0.19828112920125326
230,-0.13043478260869557,80,0.9062000000000103,0.0,1.1399013996124268,0.2849753499031067
231,-0.08695652173913038,84,0.9059000000000104,0.0,0.5616722106933594,0.18722407023111978
232,-0.1630434782608695,77,0.9054000000000104,0.0,1.0276029109954834,0.2055205821990967
233,-0.09782608695652129,83,0.9041000000000106,0.0,3.516386032104492,0.2704912332388071
234,-0.11956521739130432,81,0.9037000000000106,0.0,0.870671272277832,0.217667818069458
235,-0.19565217391304346,74,0.9034000000000106,0.0,1.274367332458496,0.4247891108194987
236,-0.46739130434782594,49,0.9029000000000107,0.0,0.9532697200775146,0.19065394401550292
237,-0.05434782608695621,87,0.9019000000000108,0.0,2.3271937370300293,0.23271937370300294
238,-0.21739130434782594,72,0.9014000000000109,0.0,1.0188028812408447,0.20376057624816896
239,-0.25,69,0.9012000000000109,0.0,0.4421834945678711,0.22109174728393555
240,-0.08695652173913027,84,0.9007000000000109,0.0,1.0293309688568115,0.2058661937713623
241,-0.2065217391304347,73,0.900400000000011,0.0,0.5546965599060059,0.18489885330200195
242,-0.08695652173913049,84,0.899900000000011,0.0,1.6686549186706543,0.33373098373413085
243,-0.021739130434782594,90,0.8996000000000111,0.0,0.595024824142456,0.19834160804748535
244,-0.2065217391304348,73,0.8994000000000111,0.0,0.36565470695495605,0.18282735347747803
245,-0.9456521739130435,5,0.8988000000000111,0.0,1.2253780364990234,0.20422967274983725
246,-0.10869565217391297,82,0.8984000000000112,0.0,1.3736019134521484,0.3434004783630371
247,-0.3478260869565216,60,0.8978000000000113,0.0,1.205782413482666,0.20096373558044434
248,-0.07608695652173914,85,0.8976000000000113,0.0,0.36858534812927246,0.18429267406463623
249,-0.17391304347826075,76,0.8970000000000113,0.0,1.1823530197143555,0.19705883661905924
250,-0.19565217391304346,74,0.8967000000000114,0.0,0.560657262802124,0.18688575426737467
251,-0.17391304347826086,76,0.8964000000000114,0.0,1.7066867351531982,0.5688955783843994
252,-0.05434782608695621,87,0.8952000000000115,0.0,2.569657564163208,0.214138130346934
253,-0.05434782608695643,87,0.8946000000000116,0.0,1.1950109004974365,0.1991684834162394
254,-0.25,69,0.8942000000000117,0.0,1.3049743175506592,0.3262435793876648
255,-0.08695652173913038,84,0.8938000000000117,0.0,0.8340201377868652,0.2085050344467163
256,-0.07608695652173902,85,0.8933000000000118,0.0,0.9990131855010986,0.19980263710021973
257,-0.08695652173913038,84,0.8930000000000118,0.0,1.2186694145202637,0.4062231381734212
258,-0.17391304347826086,76,0.8927000000000118,0.0,0.597008466720581,0.1990028222401937
259,-0.08695652173913015,84,0.8917000000000119,0.0,1.959712266921997,0.1959712266921997
260,-0.04347826086956519,88,0.891400000000012,0.0,0.6175796985626221,0.20585989952087402
261,-0.08695652173913038,84,0.891100000000012,0.0,0.5950100421905518,0.19833668073018393
262,-0.03260869565217395,89,0.890700000000012,0.0,0.9606883525848389,0.24017208814620972
263,-0.08695652173913027,84,0.8901000000000121,0.0,1.4312012195587158,0.2385335365931193
264,-0.14130434782608692,79,0.8895000000000122,0.0,1.1814625263214111,0.1969104210535685
265,-0.08695652173913027,84,0.8890000000000122,0.0,1.0139508247375488,0.20279016494750976
266,-0.9891304347826086,1,0.8888000000000122,0.0,0.3927338123321533,0.19636690616607666
267,-0.17391304347826086,76,0.8884000000000123,0.0,1.5238168239593506,0.38095420598983765
268,-0.04347826086956519,88,0.8882000000000123,0.0,0.40083789825439453,0.20041894912719727
269,-0.021739130434782594,90,0.8880000000000123,0.0,0.9862668514251709,0.49313342571258545
270,-0.4565217391304347,50,0.8877000000000124,0.0,0.6019909381866455,0.20066364606221518
271,-0.08695652173913049,84,0.8872000000000124,0.0,1.6942970752716064,0.33885941505432127
272,-0.03260869565217395,89,0.8870000000000124,0.0,0.3673691749572754,0.1836845874786377
273,-0.06521739130434778,86,0.8868000000000125,0.0,0.7427163124084473,0.37135815620422363
274,-0.2282608695652173,71,0.8861000000000125,0.0,1.5544042587280273,0.22205775124686106
275,-0.05434782608695643,87,0.8858000000000126,0.0,0.6015753746032715,0.20052512486775717
276,-0.07608695652173914,85,0.8855000000000126,0.0,0.6423072814941406,0.21410242716471353
277,-0.08695652173913038,84,0.8852000000000126,0.0,0.9008150100708008,0.3002716700236003
278,-0.13043478260869545,80,0.8843000000000127,0.0,1.7186107635498047,0.19095675150553384
279,-0.07608695652173914,85,0.8841000000000128,0.0,0.4156668186187744,0.2078334093093872
280,-0.08695652173913027,84,0.8835000000000128,0.0,1.1960198879241943,0.19933664798736572
281,-0.09782608695652173,83,0.8831000000000129,0.0,0.7733385562896729,0.1933346390724182
282,-0.0434782608695653,88,0.8827000000000129,0.0,1.3470139503479004,0.3367534875869751
283,-0.11956521739130432,81,0.882200000000013,0.0,1.007983684539795,0.20159673690795898
284,-0.021739130434782483,90,0.881600000000013,0.0,1.2889988422393799,0.21483314037322998
285,-0.9782608695652174,2,0.8813000000000131,0.0,0.5562071800231934,0.18540239334106445
286,-0.11956521739130421,81,0.8809000000000131,0.0,0.8387527465820312,0.2096881866455078
287,-0.967391304347826,3,0.8805000000000132,0.0,0.7971150875091553,0.19927877187728882
288,-0.07608695652173902,85,0.8801000000000132,0.0,0.8202755451202393,0.20506888628005981
289,-0.11956521739130421,81,0.8793000000000133,0.0,1.564650058746338,0.19558125734329224
290,-0.10869565217391297,82,0.8789000000000133,0.0,0.9733724594116211,0.24334311485290527
291,-0.2065217391304348,73,0.8787000000000134,0.0,0.41565799713134766,0.20782899856567383
292,-0.2282608695652173,71,0.8783000000000134,0.0,0.8363189697265625,0.20907974243164062
293,-0.2282608695652174,71,0.8776000000000135,0.0,1.9930105209350586,0.28471578870500835
294,-0.1630434782608695,77,0.8774000000000135,0.0,0.3999443054199219,0.19997215270996094
295,-0.9891304347826086,1,0.8772000000000135,0.0,0.38461995124816895,0.19230997562408447
296,-0.05434782608695643,87,0.8767000000000136,0.0,0.9372680187225342,0.18745360374450684
297,-0.2065217391304346,73,0.8762000000000136,0.0,1.2616853713989258,0.25233707427978513
298,-0.3913043478260869,56,0.8760000000000137,0.0,0.4293251037597656,0.2146625518798828
299,-0.09782608695652184,83,0.8754000000000137,0.0,1.2356235980987549,0.20593726634979248
300,-0.15217391304347816,78,0.8750000000000138,0.0,1.1907298564910889,0.2976824641227722
301,-0.10869565217391297,82,0.8745000000000138,0.0,1.1423354148864746,0.22846708297729493
302,-0.06521739130434778,86,0.8741000000000139,0.0,0.8320527076721191,0.20801317691802979
303,-0.3695652173913043,58,0.8739000000000139,0.0,0.41929149627685547,0.20964574813842773
304,-0.05434782608695643,87,0.8735000000000139,0.0,0.7712428569793701,0.19281071424484253
305,-0.17391304347826086,76,0.873200000000014,0.0,0.6371955871582031,0.21239852905273438
306,-0.1413043478260868,79,0.872800000000014,0.0,1.0196332931518555,0.25490832328796387
307,-0.10869565217391297,82,0.8723000000000141,0.0,1.3365790843963623,0.26731581687927247
308,-0.13043478260869557,80,0.8720000000000141,0.0,1.291463851928711,0.4304879506429036
309,-0.06521739130434778,86,0.8716000000000141,0.0,0.8726537227630615,0.21816343069076538
310,-0.21739130434782605,72,0.8714000000000142,0.0,1.0253393650054932,0.5126696825027466
311,-0.17391304347826086,76,0.8712000000000142,0.0,0.3846304416656494,0.1923152208328247
312,-0.21739130434782605,72,0.8710000000000142,0.0,0.39371776580810547,0.19685888290405273
