Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq,EpisodeTime,AverageMoveTime
4287,10,92,0.049900000000094,0.33519944016795,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.77149963378906,0.346437454223633
4288,10,92,0.049900000000094,0.33535447761194,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.59809160232544,0.418008327484131
4289,10,92,0.049900000000094,0.33550944276055,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.89015293121338,0.407512744267782
4290,10,92,0.049900000000094,0.335664335664336,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.79666829109192,0.39952404158456
4291,10,92,0.049900000000094,0.335819156373806,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.32405734062195,0.290507167577744
4292,10,92,0.049900000000094,0.335973904939422,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.67653584480286,0.334230531345714
4293,2.5,69,0.049900000000094,0.335895644071745,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.5494282245636,0.6373570561409
4294,-4.89130434782609,1,0.049900000000094,0.335817419655333,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.51419591903687,0.757097959518433
4295,4.78260869565217,90,0.049900000000094,0.335739231664726,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.93692517280579,0.393692517280579
4296,9.99999999999999,92,0.049900000000094,0.335893854748603,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.43310070037842,0.31665005002703
4297,10,92,0.049900000000094,0.336048405864557,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.82948136329651,0.365896272659302
4298,-2.71739130434783,21,0.049900000000094,0.335970218706375,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.71404647827148,0.714255809783935
4299,4.89130434782608,91,0.049900000000094,0.335892067922773,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.68898725509644,0.336123406887054
4300,3.3695652173913,77,0.049900000000094,0.335813953488372,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.80566000938416,0.451415002346039
4301,9.99999999999999,92,0.049900000000094,0.33596837944664,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.21090292930603,0.414060195287069
4302,3.04347826086956,74,0.049900000000094,0.335890283589028,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.15084743499756,0.430169486999512
4303,4.89130434782608,91,0.049900000000094,0.335812224029747,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.01990127563477,0.335544586181641
4304,-3.69565217391304,12,0.049900000000094,0.335734200743494,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.49760961532593,0.748804807662964
4305,10,92,0.049900000000094,0.33588850174216,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.05457329750061,0.339397033055623
4306,-1.84782608695652,29,0.049900000000094,0.335810496980957,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.37644290924072,0.688221454620361
4307,10,92,0.049900000000094,0.335964708613884,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.13920187950134,0.459911319944594
4308,10,92,0.049900000000094,0.336118848653668,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.74912524223328,0.431738658384843
4309,3.15217391304348,75,0.049900000000094,0.33604084474356,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.49872398376465,0.583120663960775
4310,-0.652173913043479,40,0.049900000000094,0.335962877030162,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.84680724143982,0.711701810359955
4311,10,92,0.049900000000094,0.336116910229645,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.59972596168518,0.477762553426954
4312,4.45652173913044,87,0.049900000000094,0.336038961038961,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.986835479736328,0.493417739868164
4313,0.326086956521739,49,0.049900000000094,0.335961047994435,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.00598573684692,0.556220637427436
4314,10,92,0.049900000000094,0.336114974501623,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.36662030220032,0.338088614600045
4315,-4.23913043478261,7,0.049900000000094,0.33603707995365,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.87958931922913,0.734948664903641
4316,10,92,0.049900000000094,0.336190917516219,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.40903043746948,0.340903043746948
4317,10,92,0.049900000000094,0.3363446838082,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.680748462677,0.3680748462677
4318,10,92,0.049900000000094,0.336498378879111,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.038170337677,0.458015485243364
4319,4.78260869565217,90,0.049900000000094,0.336420467700857,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.02115917205811,0.335684352450901
4320,-2.5,23,0.049900000000094,0.336342592592593,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.10334873199463,0.70111624399821
4321,9.99999999999999,92,0.049900000000094,0.336496181439482,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.88854575157166,0.325903050104777
4322,10,92,0.049900000000094,0.336649699213327,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.20833611488342,0.534722685813904
4323,10,92,0.049900000000094,0.336803145963451,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.52034139633179,0.360048770904541
4324,9.99999999999999,92,0.049900000000094,0.33695652173913,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.02181386947632,0.334787591298421
4325,10,92,0.049900000000094,0.337109826589595,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.51399922370911,0.351399922370911
4326,10,92,0.049900000000094,0.337263060564031,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.94959115982056,0.589918231964111
4327,10,92,0.049900000000094,0.337416223711578,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.75206065177917,0.344007581472397
4328,10,92,0.049900000000094,0.337569316081331,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.03305625915527,0.457550569014116
4329,3.58695652173913,79,0.049900000000094,0.337491337491337,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.08712887763977,0.543564438819885
4330,10,92,0.049900000000094,0.337644341801386,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.53479552268982,0.362113646098546
4331,-4.89130434782609,1,0.049900000000094,0.337566381897945,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.75260543823242,0.876302719116211
4332,-2.60869565217391,22,0.049900000000094,0.337488457987073,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.03270435333252,0.718957764761788
4333,9.99999999999999,92,0.049900000000094,0.337641357027464,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.24360156059265,0.326430889276358
4334,10,92,0.049900000000094,0.337794185509922,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.28400754928589,0.523667295773824
4335,10,92,0.049900000000094,0.337946943483276,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.78275895118713,0.340162291246302
4336,10,92,0.049900000000094,0.33809963099631,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.14409828186035,0.42881965637207
4337,4.67391304347826,89,0.049900000000094,0.338021673968181,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.4767746925354,0.36919367313385
4338,-4.89130434782609,1,0.049900000000094,0.337943752881512,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.5503032207489,0.775151610374451
4339,-2.82608695652174,20,0.049900000000094,0.337865867711454,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.78352117538452,0.69588029384613
4340,-4.89130434782609,1,0.049900000000094,0.33778801843318,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56073498725891,0.780367493629456
4341,4.89130434782608,91,0.049900000000094,0.337710205021884,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.13223218917847,0.355372031529744
4342,10,92,0.049900000000094,0.337862736066329,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.7665376663208,0.342412515120073
4343,10,92,0.049900000000094,0.338015196868524,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.80958914756775,0.56191782951355
4344,10,92,0.049900000000094,0.33816758747698,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.59179043769836,0.647947609424591
4345,10,92,0.049900000000094,0.338319907940161,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.9225001335144,0.356590921228582
4346,10,92,0.049900000000094,0.338472158306489,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.64407014846802,0.404896683163113
4347,4.1304347826087,84,0.049900000000094,0.338394294916034,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.946926832199097,0.473463416099548
4348,9.99999999999999,92,0.049900000000094,0.338546458141674,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.10952091217041,0.319345057010651
4349,10,92,0.049900000000094,0.338698551391124,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.986798286437988,0.493399143218994
4350,10,92,0.049900000000094,0.338850574712644,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.32428407669067,0.264856815338135
4351,4.23913043478261,85,0.049900000000094,0.33877269593197,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.68102955818176,0.420257389545441
4352,2.28260869565217,67,0.049900000000094,0.338694852941176,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.76512551307678,0.691281378269196
4353,10,92,0.049900000000094,0.338846772340914,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.92046785354614,0.417209693363735
4354,10,92,0.049900000000094,0.338998621956821,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.83428812026978,0.366857624053955
4355,10,92,0.049900000000094,0.339150401836969,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.81705284118652,0.424116982354058
4356,9.99999999999999,92,0.049900000000094,0.339302112029385,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.70580744743347,0.407557674816677
4357,3.47826086956521,78,0.049900000000094,0.339224236860225,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.14657545089722,0.429315090179443
4358,10,92,0.049900000000094,0.339375860486462,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.76196932792664,0.34524616599083
4359,10,92,0.049900000000094,0.33952741454462,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.24307799339294,0.414359331130982
4360,4.02173913043478,83,0.049900000000094,0.339449541284404,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.33119583129883,0.443731943766276
4361,4.34782608695652,86,0.049900000000094,0.339371703737675,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.23077988624573,0.528847485780716
4362,9.99999999999999,92,0.049900000000094,0.339523154516277,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.53709578514099,0.396689251849526
4363,10,92,0.049900000000094,0.339674535869814,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.28977990150452,0.419318660100301
4364,4.89130434782608,91,0.049900000000094,0.339596700274977,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.755375623703,0.355546085458053
4365,3.04347826086956,74,0.049900000000094,0.339518900343643,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.19362807273865,0.596814036369324
4366,9.99999999999999,92,0.049900000000094,0.339670178653229,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.87431025505066,0.298023865773128
4367,10,92,0.049900000000094,0.33982138768033,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.96365976333618,0.413638313611348
4368,10,92,0.049900000000094,0.339972527472527,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.2472779750824,0.471919775009155
4369,10,92,0.049900000000094,0.340123598077363,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.96343064308167,0.370428830385208
4370,10,92,0.049900000000094,0.340274599542334,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.72570323944092,0.393808603286743
4371,4.45652173913043,87,0.049900000000094,0.340196751315488,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.03995871543884,0.339993119239807
4372,10,92,0.049900000000094,0.340347666971638,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.11822748184204,0.514778435230255
4373,3.47826086956522,78,0.049900000000094,0.340269837640064,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.23529124259949,0.617645621299744
4374,-4.34782608695652,6,0.049900000000094,0.340192043895748,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.65953040122986,0.829765200614929
4375,-4.23913043478261,7,0.049900000000094,0.340114285714286,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.25376081466675,0.906720101833344
4376,4.89130434782608,91,0.049900000000094,0.340036563071298,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.95508003234863,0.369385004043579
4377,4.56521739130435,88,0.049900000000094,0.339958875942426,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.36442947387695,0.454809824625651
4378,10,92,0.049900000000094,0.340109639104614,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.33305168151856,0.533305168151856
4379,10,92,0.049900000000094,0.340260333409454,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.5664496421814,0.570806205272675
4380,10,92,0.049900000000094,0.34041095890411,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.84639096260071,0.461597740650177
4381,4.56521739130434,88,0.049900000000094,0.340333257247204,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.41677975654602,0.458341411181859
4382,10,92,0.049900000000094,0.340483797352807,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.44395232200623,0.444395232200623
4383,4.89130434782608,91,0.049900000000094,0.340406114533425,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.25293755531311,0.557918273485624
4384,4.56521739130435,88,0.049900000000094,0.340328467153285,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.98699760437012,0.497832934061686
4385,1.73913043478261,62,0.049900000000094,0.340250855188141,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.3554003238678,0.677700161933899
4386,4.67391304347826,89,0.049900000000094,0.340173278613771,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.82299375534058,0.424777083926731
4387,10,92,0.049900000000094,0.340323683610668,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.07245135307312,0.604830090204875
4388,10,92,0.049900000000094,0.340474020054695,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.8474555015564,0.369491100311279
4389,4.67391304347825,89,0.049900000000094,0.340396445659604,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.04018878936768,0.336682399113973
4390,4.34782608695652,86,0.049900000000094,0.340318906605923,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.05026292800903,0.631282866001129
4391,10,92,0.049900000000094,0.340469141425643,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.24677920341492,0.374463200569153
4392,-0.217391304347826,44,0.049900000000094,0.340391621129326,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.8216655254364,0.56433310508728
4393,10,92,0.049900000000094,0.340541770999317,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.94895458221436,0.327661620246039
4394,10,92,0.049900000000094,0.340691852526172,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.05467319488525,0.421222766240438
4395,4.56521739130435,88,0.049900000000094,0.34061433447099,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.36836123466492,0.394726872444153
4396,4.45652173913043,87,0.049900000000094,0.340536851683348,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.98963689804077,0.373704612255096
4397,-2.5,23,0.049900000000094,0.340459404139186,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.06939554214478,0.689798514048258
4398,10,92,0.049900000000094,0.340609367894497,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.58018207550049,0.395045518875122
4399,10,92,0.049900000000094,0.34075926346897,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.56494832038879,0.396105368932088
4400,10,92,0.049900000000094,0.340909090909091,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.13980102539063,0.376345547762784
4401,10,92,0.049900000000094,0.341058850261304,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.38810515403748,0.548513144254684
4402,10,92,0.049900000000094,0.341208541572013,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.7132351398468,0.33915439248085
4403,10,92,0.049900000000094,0.341358164887577,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.33554863929749,0.491344665226183
4404,-1.73913043478261,30,0.049900000000094,0.341280653950954,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.01215791702271,0.506078958511353
4405,-4.89130434782609,1,0.049900000000094,0.341203178206583,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56532001495361,0.782660007476806
4406,4.45652173913043,87,0.049900000000094,0.341125737630504,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.19077444076538,0.346051629384359
4407,4.23913043478261,85,0.049900000000094,0.341048332198775,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.05634093284607,0.411268186569214
4408,4.23913043478261,85,0.049900000000094,0.340970961887477,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.83384943008423,0.404835632869176
4409,10,92,0.049900000000094,0.341120435472896,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.04162216186523,0.414213068345014
4410,4.67391304347826,89,0.049900000000094,0.341043083900227,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.32513451576233,0.581283628940582
4411,4.89130434782608,91,0.049900000000094,0.340965767399683,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.5657320022583,0.35657320022583
4412,9.99999999999999,92,0.049900000000094,0.341115140525839,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.28360748291016,0.414180374145508
4413,10,92,0.049900000000094,0.341264445955133,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.45893359184265,0.351276227406093
4414,-4.1304347826087,8,0.049900000000094,0.341187131853194,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.85417413711548,0.927087068557739
4415,10,92,0.049900000000094,0.341336353340883,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.42720437049866,0.452267030874888
4416,10,92,0.049900000000094,0.341485507246377,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.27777051925659,0.425923506418864
4417,-1.95652173913043,28,0.049900000000094,0.341408195607879,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.67194104194641,0.667985260486603
4418,4.78260869565217,90,0.049900000000094,0.341330918967859,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.43632698059082,0.388309070042201
4419,10,92,0.049900000000094,0.341479972844535,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.44851446151733,0.349787780216762
4420,4.45652173913043,87,0.049900000000094,0.341402714932127,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.985217809677124,0.246304452419281
4421,-3.15217391304348,17,0.049900000000094,0.341325491970142,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.15755915641785,0.692926526069641
4422,9.99999999999999,92,0.049900000000094,0.341474445952058,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.30118751525879,0.33086057809683
4423,-4.89130434782609,1,0.049900000000094,0.34139724169116,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.5288290977478,0.764414548873901
4424,10,92,0.049900000000094,0.341546112115732,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.21617841720581,0.369363069534302
4425,10,92,0.049900000000094,0.341694915254237,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.93605375289917,0.393605375289917
4426,4.78260869565217,90,0.049900000000094,0.341617713511071,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.84860229492188,0.369720458984375
4427,10,92,0.049900000000094,0.341766433250508,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.95296001434326,0.467821177314309
4428,10,92,0.049900000000094,0.341915085817525,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.69566941261291,0.336958676576614
4429,4.89130434782608,91,0.049900000000094,0.34183788665613,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.21395111083984,0.477996239295373
4430,9.99999999999999,92,0.049900000000094,0.341986455981941,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.7608745098114,0.341897682710127
4431,9.99999999999999,92,0.049900000000094,0.342134958248702,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.66376161575317,0.333125829696655
4432,-4.89130434782609,1,0.049900000000094,0.342057761732852,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.54765057563782,0.773825287818909
4433,9.99999999999999,92,0.049900000000094,0.342206180915858,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.52677273750305,0.35528219739596
4434,4.23913043478261,85,0.049900000000094,0.34212900315742,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.717191934585571,0.23906397819519
4435,4.78260869565217,90,0.049900000000094,0.342051860202931,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.52587628364563,0.360839469092233
4436,10,92,0.049900000000094,0.342200180342651,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.66665029525757,0.458331286907196
4437,9.99999999999999,92,0.049900000000094,0.342348433626324,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.35007286071777,0.334620989285983
4438,10,92,0.049900000000094,0.342496620099144,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.56570887565613,0.415064443241466
4439,10,92,0.049900000000094,0.342644739806263,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.07626962661743,0.362590687615531
4440,4.89130434782608,91,0.049900000000094,0.342567567567568,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.17027282714844,0.352252536349826
4441,4.78260869565217,90,0.049900000000094,0.342490430083315,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.83436155319214,0.402863462766012
4442,10,92,0.049900000000094,0.342638451148131,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.53351759910584,0.383379399776459
4443,9.99999999999999,92,0.049900000000094,0.342786405581814,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.91187238693237,0.350848027638027
4444,4.89130434782608,91,0.049900000000094,0.342709270927093,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.09119415283203,0.343466016981337
4445,4.13043478260869,84,0.049900000000094,0.342632170978628,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.2905707359314,0.365618970659044
4446,10,92,0.049900000000094,0.342780026990553,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.26019906997681,0.407524883747101
4447,-4.89130434782609,1,0.049900000000094,0.342702945806161,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.54987716674805,0.774938583374023
4448,4.13043478260869,84,0.049900000000094,0.342625899280576,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.53322196006775,0.422203660011292
4449,1.19565217391304,57,0.049900000000094,0.342548887390425,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.69973635673523,0.539947271347046
4450,10,92,0.049900000000094,0.342696629213483,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.43101501464844,0.347287859235491
4451,2.28260869565217,67,0.049900000000094,0.342619636036846,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.08786630630493,0.521966576576233
4452,9.99999999999999,92,0.049900000000094,0.342767295597484,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.44254565238953,0.340159103274345
4453,4.89130434782608,91,0.049900000000094,0.342690321131821,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.30525374412537,0.394078359007835
4454,3.3695652173913,77,0.049900000000094,0.342613381230355,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.48049306869507,0.493497689565023
4455,4.67391304347826,89,0.049900000000094,0.342536475869809,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.35497283935547,0.559162139892578
4456,3.69565217391304,80,0.049900000000094,0.34245960502693,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.20616149902344,0.38237831809304
4457,3.15217391304348,75,0.049900000000094,0.342382768678483,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.59064340591431,0.431773900985718
4458,10,92,0.049900000000094,0.342530282637954,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.40822267532349,0.489802519480387
4459,10,92,0.049900000000094,0.342677730432832,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.91121339797974,0.273030485425677
4460,4.89130434782608,91,0.049900000000094,0.342600896860987,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,10.5820066928864,0.460087247516798
4461,4.67391304347825,89,0.049900000000094,0.342524097735934,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.7729959487915,0.339587996987735
4462,10,92,0.049900000000094,0.342671447781264,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.29388117790222,0.365986797544691
4463,10,92,0.049900000000094,0.342818731794757,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.89706468582153,0.379412937164307
4464,9.99999999999999,92,0.049900000000094,0.342965949820789,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.66706275939941,0.333369341763583
4465,10,92,0.049900000000094,0.343113101903695,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.07648658752441,0.341831843058268
4466,10,92,0.049900000000094,0.343260188087774,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.41682887077332,0.345261267253331
4467,10,92,0.049900000000094,0.343407208417282,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.79265356063843,0.445588735433725
4468,4.56521739130434,88,0.049900000000094,0.343330349149508,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.09587597846985,0.363991141319275
4469,10,92,0.049900000000094,0.343477287983889,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.16007733345032,0.430006444454193
4470,10,92,0.049900000000094,0.343624161073825,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.51437211036682,0.434291474024455
4471,-3.80434782608696,11,0.049900000000094,0.3435473048535,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.78045415878296,0.69511353969574
4472,-4.89130434782609,1,0.049900000000094,0.343470483005367,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56225728988647,0.781128644943237
