Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq
59,-0.7411764705882353,22,0.9718000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
60,-0.9882352941176471,1,0.9716000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
61,-0.9882352941176471,1,0.9714000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
62,-0.43529411764705883,48,0.9708000000000032,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
63,-0.3647058823529412,54,0.9702000000000033,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
64,-0.9882352941176471,1,0.9700000000000033,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
65,-0.6470588235294117,30,0.9692000000000034,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
66,-0.5529411764705882,38,0.9686000000000035,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
67,-0.5529411764705883,38,0.9677000000000036,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
68,-0.6235294117647059,32,0.9672000000000036,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
69,-0.9058823529411765,8,0.9663000000000037,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
70,-0.5294117647058824,40,0.9658000000000038,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
71,-0.9058823529411765,8,0.9656000000000038,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
72,-0.9647058823529412,3,0.9652000000000038,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
73,-0.9764705882352941,2,0.9649000000000039,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
74,-0.611764705882353,33,0.9645000000000039,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
75,-0.2823529411764709,61,0.9625000000000041,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
76,-0.44705882352941195,47,0.9617000000000042,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
77,-0.21176470588235308,67,0.9605000000000044,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
78,-0.3411764705882354,56,0.9601000000000044,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
79,-0.9647058823529412,3,0.9597000000000044,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
80,-0.7058823529411764,25,0.9586000000000046,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
81,-0.1882352941176474,69,0.9576000000000047,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
82,-0.5411764705882353,39,0.9573000000000047,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
83,-0.9882352941176471,1,0.9571000000000047,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
84,-0.9294117647058824,6,0.9564000000000048,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
85,-0.3529411764705882,55,0.9559000000000049,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
86,-0.15294117647058836,72,0.9552000000000049,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
87,-0.3529411764705882,55,0.955000000000005,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
88,-0.3647058823529412,54,0.954400000000005,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
89,-0.2705882352941176,62,0.9540000000000051,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
90,-0.3411764705882353,56,0.9532000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
91,-0.3058823529411765,59,0.9529000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
92,-0.49411764705882355,43,0.9526000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
93,-0.45882352941176474,46,0.9515000000000053,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
94,-0.8117647058823529,16,0.9510000000000054,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
95,-0.3529411764705884,55,0.9502000000000055,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
96,-0.5529411764705883,38,0.9499000000000055,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
97,-0.42352941176470604,49,0.9494000000000056,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
98,-0.4,51,0.9488000000000056,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
99,-0.8,17,0.9486000000000057,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
100,-0.8117647058823529,16,0.9480000000000057,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
101,-0.3647058823529412,54,0.9474000000000058,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
102,-0.9764705882352941,2,0.9471000000000058,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
103,-0.9764705882352941,2,0.9468000000000059,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
104,-0.10588235294117654,76,0.9461000000000059,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
105,-0.2941176470588237,60,0.9450000000000061,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
106,-0.388235294117647,52,0.9446000000000061,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
107,-0.3058823529411765,59,0.9443000000000061,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
108,-0.8823529411764706,10,0.9432000000000063,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
109,-0.8,17,0.9427000000000063,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
110,-0.7647058823529411,20,0.9422000000000064,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
111,-0.22352941176470598,66,0.9413000000000065,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
112,-0.8,17,0.9410000000000065,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
113,-0.2705882352941177,62,0.9397000000000066,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
114,-0.3176470588235296,58,0.9389000000000067,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
115,-0.3411764705882353,56,0.9378000000000069,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
116,-0.6705882352941177,28,0.9372000000000069,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
117,-0.9764705882352941,2,0.936900000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
118,-0.8588235294117648,12,0.936700000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
119,-0.24705882352941178,64,0.936500000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
120,-0.8470588235294118,13,0.936000000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
121,-0.4117647058823529,50,0.9358000000000071,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
122,-0.9294117647058824,6,0.9351000000000071,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
123,-0.9529411764705882,4,0.9346000000000072,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
124,-0.776470588235294,19,0.9335000000000073,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
125,-0.9882352941176471,1,0.9333000000000073,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
126,-0.9882352941176471,1,0.9331000000000074,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
127,-0.18823529411764706,69,0.9326000000000074,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
128,-0.5647058823529412,37,0.9320000000000075,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
129,-0.5999999999999999,34,0.9308000000000076,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
130,-0.9764705882352941,2,0.9305000000000077,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
131,-0.20000000000000018,68,0.9295000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
132,-0.9882352941176471,1,0.9293000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
133,-0.9882352941176471,1,0.9291000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
134,-0.9764705882352941,2,0.9288000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
135,-0.3529411764705883,55,0.9285000000000079,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
136,-0.3176470588235296,58,0.927700000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
137,-0.48235294117647065,44,0.927200000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
138,-0.611764705882353,33,0.927000000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
139,-0.6588235294117646,29,0.9265000000000081,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
140,-0.41176470588235303,50,0.9257000000000082,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
141,-0.44705882352941173,47,0.9249000000000083,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
142,-0.2941176470588237,60,0.9244000000000083,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
143,-0.5529411764705883,38,0.9240000000000084,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
144,-0.6352941176470588,31,0.9237000000000084,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
145,-0.6705882352941177,28,0.9231000000000085,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
146,-0.49411764705882355,43,0.9228000000000085,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
147,-0.2823529411764707,61,0.9222000000000086,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
148,-0.9882352941176471,1,0.9220000000000086,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
149,-0.40000000000000013,51,0.9215000000000086,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
150,-0.8588235294117648,12,0.9206000000000087,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
151,-0.8117647058823529,16,0.9203000000000088,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
152,-0.9647058823529412,3,0.9199000000000088,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
153,-0.6941176470588235,26,0.9194000000000089,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
154,-0.3058823529411765,59,0.9189000000000089,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
155,-0.588235294117647,35,0.9177000000000091,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
156,-0.8588235294117648,12,0.9171000000000091,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
157,-0.611764705882353,33,0.9163000000000092,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
158,-0.8941176470588236,9,0.9161000000000092,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
159,-0.44705882352941173,47,0.9157000000000093,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
160,-0.9529411764705882,4,0.9152000000000093,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
161,-0.3294117647058823,57,0.9139000000000095,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
162,-0.9529411764705882,4,0.9134000000000095,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
163,-0.5058823529411764,42,0.9131000000000096,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
164,-0.9882352941176471,1,0.9129000000000096,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
165,-0.8235294117647058,15,0.9123000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
166,-0.2588235294117647,63,0.9117000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
167,-0.9882352941176471,1,0.9115000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
168,-0.5529411764705883,38,0.9106000000000098,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
169,-0.38823529411764723,52,0.9099000000000099,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
170,-0.5529411764705883,38,0.90970000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
171,-0.4,51,0.90900000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
172,-0.2941176470588236,60,0.9086000000000101,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
173,-0.9647058823529412,3,0.9082000000000101,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
174,-0.7176470588235293,24,0.9073000000000102,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
175,-0.9529411764705882,4,0.9068000000000103,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
176,-0.5058823529411764,42,0.9059000000000104,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
177,-0.9882352941176471,1,0.9057000000000104,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
178,-0.47058823529411764,45,0.9053000000000104,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
179,-0.9764705882352941,2,0.9050000000000105,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
180,-0.3058823529411766,59,0.9043000000000105,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
181,-0.47058823529411764,45,0.9039000000000106,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
182,-0.5058823529411764,42,0.9037000000000106,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
183,-0.9882352941176471,1,0.9035000000000106,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
184,-0.9529411764705882,4,0.9030000000000107,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
185,-0.9764705882352941,2,0.9027000000000107,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
186,-0.9882352941176471,1,0.9025000000000107,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
187,-0.14117647058823535,73,0.9022000000000108,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
188,-0.17647058823529416,70,0.9019000000000108,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
189,-0.9764705882352941,2,0.9016000000000108,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
190,-0.20000000000000007,68,0.900200000000011,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
191,-0.9529411764705882,4,0.899700000000011,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
192,-0.9764705882352941,2,0.8994000000000111,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
193,-0.5647058823529412,37,0.8984000000000112,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
194,-0.21176470588235297,67,0.8978000000000113,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
195,-0.9882352941176471,1,0.8976000000000113,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
196,-0.9882352941176471,1,0.8974000000000113,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
197,-0.41176470588235303,50,0.8968000000000114,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
198,-0.3058823529411765,59,0.8962000000000114,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
199,-0.9647058823529412,3,0.8958000000000115,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
200,-0.17647058823529416,70,0.8953000000000115,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
201,-0.7058823529411764,25,0.8951000000000116,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
202,-0.16470588235294137,71,0.8931000000000118,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
203,-0.8705882352941177,11,0.8926000000000118,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
204,-0.47058823529411753,45,0.8917000000000119,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
205,-0.16470588235294104,71,0.890800000000012,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
206,-0.5176470588235293,41,0.8894000000000122,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
207,-0.9882352941176471,1,0.8892000000000122,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
208,-0.9058823529411765,8,0.8890000000000122,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
209,-0.9647058823529412,3,0.8886000000000123,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
210,-0.6588235294117647,29,0.8883000000000123,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
211,-0.6470588235294117,30,0.8869000000000125,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
212,-0.44705882352941173,47,0.8867000000000125,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
213,-0.17647058823529416,70,0.8860000000000126,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
214,-0.9764705882352941,2,0.8857000000000126,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
215,-0.9647058823529412,3,0.8853000000000126,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
216,-0.6823529411764706,27,0.8850000000000127,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
217,-0.9764705882352941,2,0.8847000000000127,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
218,-0.3647058823529412,54,0.8842000000000128,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
219,-0.9764705882352941,2,0.8839000000000128,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
220,-0.9882352941176471,1,0.8837000000000128,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
221,-0.48235294117647065,44,0.8834000000000128,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
222,-0.3529411764705883,55,0.8830000000000129,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
223,-0.5058823529411764,42,0.8826000000000129,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
224,-0.8941176470588236,9,0.881600000000013,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
225,-0.7058823529411764,25,0.8813000000000131,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
226,-0.9882352941176471,1,0.8811000000000131,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
227,-0.3294117647058824,57,0.8805000000000132,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
