Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq
34,-0.2499999999999999,69,0.9879000000000013,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
35,-0.07608695652173902,85,0.9876000000000014,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
36,-0.08695652173913049,84,0.9871000000000014,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
37,-0.26086956521739135,68,0.9869000000000014,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
38,-0.9565217391304348,4,0.9864000000000015,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
39,-0.07608695652173902,85,0.9861000000000015,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
40,-0.13043478260869568,80,0.9854000000000016,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
41,-0.1630434782608695,77,0.9852000000000016,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
42,-0.06521739130434778,86,0.9849000000000017,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
43,-0.2717391304347825,67,0.9844000000000017,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
44,-0.07608695652173914,85,0.9842000000000017,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
45,-0.5760869565217391,39,0.9836000000000018,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
46,-0.19565217391304335,74,0.9832000000000019,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
47,-0.26086956521739124,68,0.9828000000000019,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
48,-0.03260869565217395,89,0.9826000000000019,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
49,-0.23913043478260865,70,0.982300000000002,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
50,-0.7608695652173914,22,0.982100000000002,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
51,-0.08695652173913049,84,0.9813000000000021,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
52,-0.2065217391304347,73,0.9809000000000021,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
53,-0.032608695652173725,89,0.9804000000000022,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
54,-0.2282608695652173,71,0.9797000000000022,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
55,-0.44565217391304346,51,0.9793000000000023,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
56,-0.05434782608695643,87,0.9788000000000023,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
57,-0.7391304347826086,24,0.9786000000000024,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
58,-0.1847826086956521,75,0.9782000000000024,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
59,-0.28260869565217384,66,0.9775000000000025,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
60,-0.04347826086956519,88,0.9770000000000025,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
61,-0.2065217391304348,73,0.9768000000000026,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
62,-0.18478260869565188,75,0.9758000000000027,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
63,-0.3478260869565215,60,0.9750000000000028,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
64,-0.010869565217391353,91,0.9745000000000028,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
65,-0.032608695652173836,89,0.9742000000000028,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
66,-0.04347826086956508,88,0.9736000000000029,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
67,-0.10869565217391297,82,0.9733000000000029,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
68,-0.11956521739130421,81,0.972700000000003,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
69,-0.032608695652173836,89,0.972400000000003,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
70,-0.06521739130434778,86,0.9722000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
71,-0.13043478260869568,80,0.9718000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
72,-0.2282608695652173,71,0.9714000000000031,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
73,-0.04347826086956519,88,0.9712000000000032,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
74,-0.06521739130434778,86,0.9708000000000032,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
75,-0.11956521739130421,81,0.9704000000000033,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
76,-0.9891304347826086,1,0.9702000000000033,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
77,-0.06521739130434767,86,0.9696000000000033,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
78,-0.06521739130434778,86,0.9693000000000034,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
79,-0.2065217391304346,73,0.9688000000000034,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
80,-0.11956521739130421,81,0.9684000000000035,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
81,-0.19565217391304346,74,0.9679000000000035,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
82,-0.021739130434782594,90,0.9676000000000036,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
83,-0.07608695652173914,85,0.9673000000000036,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
84,-0.010869565217391242,91,0.9670000000000036,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
85,-0.04347826086956519,88,0.9667000000000037,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
86,-0.08695652173913027,84,0.9661000000000037,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
87,-0.09782608695652173,83,0.9656000000000038,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
88,-0.08695652173913038,84,0.9653000000000038,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
89,-0.07608695652173914,85,0.9650000000000039,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
90,-0.5760869565217391,39,0.9645000000000039,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
91,-0.19565217391304346,74,0.9643000000000039,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
92,-0.1847826086956521,75,0.963900000000004,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
93,-0.05434782608695643,87,0.963400000000004,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
94,-0.13043478260869545,80,0.9627000000000041,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
95,-0.9891304347826086,1,0.9625000000000041,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
96,-0.06521739130434778,86,0.9622000000000042,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
97,-0.15217391304347805,78,0.9616000000000042,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
98,-0.032608695652173614,89,0.9608000000000043,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
99,-0.08695652173913049,84,0.9606000000000043,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
100,-0.10869565217391308,82,0.9598000000000044,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
101,-0.9782608695652174,2,0.9595000000000045,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
102,-0.05434782608695643,87,0.9592000000000045,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
103,-0.07608695652173914,85,0.9587000000000045,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
104,-0.09782608695652173,83,0.9582000000000046,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
105,-0.04347826086956508,88,0.9578000000000046,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
106,-0.04347826086956519,88,0.9573000000000047,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
107,-0.03260869565217395,89,0.9569000000000047,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
108,-0.14130434782608692,79,0.9566000000000048,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
109,-0.9891304347826086,1,0.9564000000000048,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
110,-0.1847826086956521,75,0.9561000000000048,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
111,-0.1413043478260868,79,0.9556000000000049,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
112,-0.3913043478260868,56,0.9552000000000049,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
113,-0.434782608695652,52,0.954700000000005,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
114,-0.11956521739130432,81,0.954200000000005,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
115,-0.05434782608695643,87,0.9539000000000051,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
116,-0.021739130434782483,90,0.9535000000000051,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
117,-0.5760869565217391,39,0.9532000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
118,-0.05434782608695643,87,0.9528000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
119,-0.14130434782608692,79,0.9526000000000052,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
120,-0.032608695652173836,89,0.9520000000000053,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
121,-0.07608695652173914,85,0.9514000000000054,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
122,-0.23913043478260865,70,0.9508000000000054,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
123,-0.14130434782608692,79,0.9505000000000055,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
124,-0.08695652173913038,84,0.9500000000000055,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
125,-0.11956521739130432,81,0.9496000000000056,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
126,-0.9891304347826086,1,0.9494000000000056,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
127,-0.07608695652173914,85,0.9486000000000057,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
128,-0.07608695652173902,85,0.9482000000000057,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
129,-0.05434782608695632,87,0.9473000000000058,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
130,-0.17391304347826086,76,0.9470000000000058,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
131,-0.14130434782608692,79,0.9466000000000059,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
132,-0.26086956521739124,68,0.945800000000006,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
133,-0.05434782608695654,87,0.945400000000006,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
134,-0.05434782608695643,87,0.945100000000006,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
135,-0.1413043478260868,79,0.9447000000000061,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
136,-0.021739130434782594,90,0.9444000000000061,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
137,-0.16304347826086962,77,0.9438000000000062,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
138,-0.04347826086956519,88,0.9430000000000063,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
139,-0.04347826086956519,88,0.9427000000000063,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
140,-0.08695652173913049,84,0.9425000000000063,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
141,-0.25,69,0.9422000000000064,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
142,-0.08695652173913038,84,0.9418000000000064,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
143,-0.16304347826086962,77,0.9415000000000064,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
144,-0.9891304347826086,1,0.9413000000000065,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
145,-0.2282608695652174,71,0.9411000000000065,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
146,-0.13043478260869557,80,0.9406000000000065,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
147,-0.04347826086956519,88,0.9401000000000066,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
148,-0.9891304347826086,1,0.9399000000000066,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
149,-0.24999999999999978,69,0.9393000000000067,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
150,-0.48913043478260865,47,0.9390000000000067,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
151,-0.11956521739130421,81,0.9384000000000068,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
152,-0.032608695652173836,89,0.9378000000000069,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
153,-0.0652173913043479,86,0.9371000000000069,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
154,-0.1630434782608694,77,0.936500000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
155,-0.032608695652173725,89,0.9359000000000071,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
156,-0.9891304347826086,1,0.9357000000000071,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
157,-0.08695652173913038,84,0.9351000000000071,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
158,-0.09782608695652173,83,0.9349000000000072,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
159,-0.10869565217391308,82,0.9347000000000072,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
160,-0.08695652173913038,84,0.9343000000000072,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
161,-0.15217391304347827,78,0.9336000000000073,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
162,-0.09782608695652173,83,0.9333000000000073,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
163,-0.14130434782608692,79,0.9328000000000074,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
164,-0.14130434782608692,79,0.9326000000000074,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
165,-0.08695652173913027,84,0.9321000000000075,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
166,-0.0434782608695653,88,0.9314000000000076,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
167,-0.21739130434782605,72,0.9309000000000076,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
168,-0.07608695652173902,85,0.9305000000000077,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
169,-0.01086956521739113,91,0.9298000000000077,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
170,-0.05434782608695654,87,0.9296000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
171,-0.2282608695652173,71,0.9293000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
172,-0.06521739130434778,86,0.9289000000000078,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
173,-0.04347826086956519,88,0.9286000000000079,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
174,-0.01086956521739113,91,0.927800000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
175,-0.07608695652173914,85,0.927200000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
176,-0.4130434782608695,54,0.9268000000000081,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
177,-0.03260869565217395,89,0.9264000000000081,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
178,-0.05434782608695654,87,0.9262000000000081,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
179,-0.07608695652173902,85,0.9258000000000082,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
180,-0.11956521739130421,81,0.9249000000000083,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
181,-0.10869565217391297,82,0.9246000000000083,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
182,-0.21739130434782616,72,0.9241000000000084,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
183,-0.032608695652173836,89,0.9236000000000084,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
184,-0.19565217391304335,74,0.9232000000000085,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
185,-0.10869565217391308,82,0.9230000000000085,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
186,-0.06521739130434767,86,0.9224000000000085,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
187,-0.5978260869565217,37,0.9222000000000086,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
188,-0.05434782608695643,87,0.9216000000000086,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
189,-0.05434782608695643,87,0.9209000000000087,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
190,-0.05434782608695654,87,0.9205000000000088,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
191,-0.13043478260869568,80,0.9201000000000088,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
192,-0.07608695652173891,85,0.9194000000000089,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
193,-0.1413043478260868,79,0.9188000000000089,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
194,-0.42391304347826086,53,0.918300000000009,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
195,-0.14130434782608692,79,0.918100000000009,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
196,-0.14130434782608692,79,0.9177000000000091,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
197,-0.08695652173913049,84,0.9175000000000091,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
198,-0.10869565217391286,82,0.9170000000000091,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
199,-0.10869565217391297,82,0.9166000000000092,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
200,-0.10869565217391308,82,0.9163000000000092,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
201,-0.1630434782608695,77,0.9158000000000093,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
202,-0.07608695652173902,85,0.9153000000000093,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
203,-0.3369565217391304,61,0.9150000000000094,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
204,-0.07608695652173914,85,0.9147000000000094,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
205,-0.1847826086956521,75,0.9143000000000094,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
206,-0.0434782608695653,88,0.9140000000000095,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
207,-0.11956521739130421,81,0.9133000000000095,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
208,-0.10869565217391297,82,0.9130000000000096,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
209,-0.4130434782608695,54,0.9126000000000096,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
210,-0.14130434782608692,79,0.9123000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
211,-0.04347826086956519,88,0.9120000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
212,-0.07608695652173914,85,0.9118000000000097,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
213,-0.06521739130434778,86,0.9113000000000098,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
214,-0.23913043478260865,70,0.9109000000000098,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
215,-0.09782608695652173,83,0.9105000000000099,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
216,-0.17391304347826086,76,0.9102000000000099,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
217,-0.05434782608695643,87,0.90960000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
218,-0.09782608695652173,83,0.90930000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
219,-0.1630434782608695,77,0.90890000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
220,-0.7391304347826086,24,0.9084000000000101,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
221,-0.15217391304347827,78,0.9082000000000101,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
222,-0.46739130434782605,49,0.9078000000000102,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
223,-0.08695652173913027,84,0.9071000000000102,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
224,-0.06521739130434778,86,0.9069000000000103,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
225,-0.07608695652173891,85,0.9063000000000103,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
226,-0.9891304347826086,1,0.9061000000000103,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
227,-0.01086956521739113,91,0.9054000000000104,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
