Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq
45,-0.02083333333333337,94,0.9900000000000011,0.2222222222222222,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
46,-0.02083333333333337,94,0.9897000000000011,0.21739130434782608,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
47,-0.05208333333333337,91,0.9894000000000012,0.2127659574468085,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
48,-0.03125,93,0.9892000000000012,0.20833333333333334,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
49,-0.02083333333333348,94,0.9886000000000013,0.20408163265306123,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
50,3.0,96,0.9884000000000013,0.22,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
51,-0.01041666666666663,95,0.9882000000000013,0.21568627450980393,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
52,-0.9583333333333334,4,0.9877000000000014,0.21153846153846154,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
53,-0.01041666666666663,95,0.9875000000000014,0.20754716981132076,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
54,-0.01041666666666674,95,0.9870000000000014,0.2037037037037037,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
55,-0.01041666666666674,95,0.9867000000000015,0.2,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
56,-0.01041666666666674,95,0.9864000000000015,0.19642857142857142,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
57,-0.04166666666666685,92,0.9858000000000016,0.19298245614035087,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
58,-0.01041666666666674,95,0.9855000000000016,0.1896551724137931,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
59,3.0,96,0.9853000000000016,0.2033898305084746,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
60,-0.16666666666666663,80,0.9851000000000016,0.2,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
61,-0.01041666666666663,95,0.9849000000000017,0.19672131147540983,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
62,-0.05208333333333337,91,0.9847000000000017,0.1935483870967742,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
63,-0.04166666666666663,92,0.9845000000000017,0.19047619047619047,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
64,3.0,96,0.9841000000000018,0.203125,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
65,3.0,96,0.9840000000000018,0.2153846153846154,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
66,-0.01041666666666663,95,0.9838000000000018,0.21212121212121213,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
67,-0.04166666666666674,92,0.9835000000000018,0.208955223880597,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
68,-0.0625,90,0.9832000000000019,0.20588235294117646,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
69,-0.05208333333333337,91,0.9828000000000019,0.2028985507246377,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
70,-0.01041666666666663,95,0.9826000000000019,0.2,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
71,-0.05208333333333337,91,0.982300000000002,0.19718309859154928,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
72,-0.03125,93,0.982100000000002,0.19444444444444445,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
73,-0.03125,93,0.981900000000002,0.1917808219178082,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
74,-0.02083333333333337,94,0.981700000000002,0.1891891891891892,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
75,-0.02083333333333337,94,0.981500000000002,0.18666666666666668,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
76,3.0,96,0.9812000000000021,0.19736842105263158,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
77,-0.01041666666666674,95,0.9809000000000021,0.19480519480519481,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
78,-0.03125,93,0.9806000000000021,0.19230769230769232,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
79,-0.01041666666666674,95,0.9801000000000022,0.189873417721519,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
80,-0.01041666666666663,95,0.9799000000000022,0.1875,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
81,-0.04166666666666663,92,0.9797000000000022,0.18518518518518517,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
82,-0.09375,87,0.9795000000000023,0.18292682926829268,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
83,-0.01041666666666663,95,0.9793000000000023,0.18072289156626506,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
84,-0.03125,93,0.9791000000000023,0.17857142857142858,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
85,-0.03125,93,0.9787000000000023,0.17647058823529413,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
86,-0.07291666666666663,89,0.9785000000000024,0.1744186046511628,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
87,-0.03125,93,0.9782000000000024,0.1724137931034483,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
88,-0.05208333333333337,91,0.9778000000000024,0.17045454545454544,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
89,3.0,96,0.9777000000000025,0.1797752808988764,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
90,-0.01041666666666674,95,0.9774000000000025,0.17777777777777778,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
91,-0.9895833333333334,1,0.9772000000000025,0.17582417582417584,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
92,-0.01041666666666663,95,0.9770000000000025,0.17391304347826086,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
93,-0.03125,93,0.9768000000000026,0.17204301075268819,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
94,-0.07291666666666663,89,0.9766000000000026,0.1702127659574468,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
95,3.0,96,0.9763000000000026,0.17894736842105263,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
96,-0.01041666666666663,95,0.9759000000000027,0.17708333333333334,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
97,-0.01041666666666663,95,0.9757000000000027,0.17525773195876287,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
98,-0.02083333333333337,94,0.9753000000000027,0.17346938775510204,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
99,-0.01041666666666663,95,0.9749000000000028,0.1717171717171717,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
100,3.0,96,0.9748000000000028,0.18,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
101,-0.01041666666666663,95,0.9746000000000028,0.1782178217821782,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
102,-0.02083333333333337,94,0.9744000000000028,0.17647058823529413,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
103,-0.02083333333333337,94,0.9742000000000028,0.17475728155339806,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
104,-0.07291666666666663,89,0.9740000000000029,0.17307692307692307,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
105,3.0,96,0.9739000000000029,0.18095238095238095,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
106,-0.02083333333333348,94,0.9734000000000029,0.1792452830188679,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
107,-0.05208333333333337,91,0.973200000000003,0.17757009345794392,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
108,-0.01041666666666663,95,0.973000000000003,0.17592592592592593,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
109,-0.05208333333333337,91,0.972800000000003,0.1743119266055046,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
110,-0.0625,90,0.972600000000003,0.17272727272727273,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
111,-0.01041666666666663,95,0.972400000000003,0.17117117117117117,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
112,-0.03125000000000011,93,0.9720000000000031,0.16964285714285715,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
113,3.0,96,0.9718000000000031,0.17699115044247787,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
114,-0.01041666666666674,95,0.9714000000000031,0.17543859649122806,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
115,-0.0625,90,0.9711000000000032,0.17391304347826086,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
116,-0.03125,93,0.9709000000000032,0.1724137931034483,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
117,-0.02083333333333348,94,0.9704000000000033,0.17094017094017094,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
118,3.0,96,0.9700000000000033,0.17796610169491525,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
119,-0.03125,93,0.9698000000000033,0.17647058823529413,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
120,-0.02083333333333337,94,0.9695000000000034,0.175,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
121,3.0,96,0.9690000000000034,0.18181818181818182,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
122,-0.01041666666666674,95,0.9687000000000034,0.18032786885245902,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
123,-0.02083333333333337,94,0.9684000000000035,0.17886178861788618,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
124,-0.03125,93,0.9682000000000035,0.1774193548387097,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
125,-0.02083333333333337,94,0.9680000000000035,0.176,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
126,-0.01041666666666663,95,0.9678000000000035,0.1746031746031746,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
127,-0.02083333333333337,94,0.9675000000000036,0.1732283464566929,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
128,-0.03125000000000011,93,0.9671000000000036,0.171875,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
129,-0.01041666666666663,95,0.9666000000000037,0.17054263565891473,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
130,-0.01041666666666663,95,0.9664000000000037,0.16923076923076924,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
131,-0.03125,93,0.9661000000000037,0.16793893129770993,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
132,-0.04166666666666663,92,0.9659000000000038,0.16666666666666666,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
133,-0.01041666666666663,95,0.9657000000000038,0.16541353383458646,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
134,-0.03125,93,0.9655000000000038,0.16417910447761194,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
135,-0.03125000000000011,93,0.9651000000000038,0.16296296296296298,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
136,-0.03125,93,0.9649000000000039,0.16176470588235295,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
137,-0.125,84,0.9647000000000039,0.16058394160583941,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
138,-0.01041666666666674,95,0.964100000000004,0.15942028985507245,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
139,3.0,96,0.963900000000004,0.16546762589928057,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
140,-0.01041666666666663,95,0.963700000000004,0.16428571428571428,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
141,-0.01041666666666663,95,0.963500000000004,0.16312056737588654,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
142,3.0,96,0.963200000000004,0.16901408450704225,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
143,3.0,96,0.9631000000000041,0.17482517482517482,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
144,3.0,96,0.9630000000000041,0.18055555555555555,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
145,3.0,96,0.9628000000000041,0.18620689655172415,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
146,-0.01041666666666663,95,0.9626000000000041,0.18493150684931506,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
147,-0.01041666666666663,95,0.9624000000000041,0.1836734693877551,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
148,-0.04166666666666674,92,0.9621000000000042,0.18243243243243243,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
149,-0.02083333333333337,94,0.9619000000000042,0.18120805369127516,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
150,3.0,96,0.9617000000000042,0.18666666666666668,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
151,-0.02083333333333337,94,0.9615000000000042,0.18543046357615894,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
152,-0.05208333333333337,91,0.9613000000000043,0.18421052631578946,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
153,-0.01041666666666674,95,0.9610000000000043,0.1830065359477124,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
154,-0.01041666666666663,95,0.9608000000000043,0.18181818181818182,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
155,-0.01041666666666663,95,0.9606000000000043,0.18064516129032257,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
156,-0.01041666666666663,95,0.9604000000000044,0.1794871794871795,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
157,-0.01041666666666663,95,0.9602000000000044,0.17834394904458598,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
158,3.0,96,0.9599000000000044,0.18354430379746836,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
159,-0.01041666666666674,95,0.9596000000000044,0.18238993710691823,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
160,-0.02083333333333337,94,0.9594000000000045,0.18125,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
161,-0.03125000000000011,93,0.9590000000000045,0.18012422360248448,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
162,-0.02083333333333337,94,0.9588000000000045,0.17901234567901234,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
163,-0.0625,90,0.9585000000000046,0.17791411042944785,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
164,-0.01041666666666674,95,0.9582000000000046,0.17682926829268292,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
165,-0.03125,93,0.9580000000000046,0.17575757575757575,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
166,3.0,96,0.9579000000000046,0.18072289156626506,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
167,-0.10416666666666663,86,0.9577000000000047,0.17964071856287425,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
168,3.0,96,0.9576000000000047,0.18452380952380953,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
169,-0.04166666666666674,92,0.9573000000000047,0.1834319526627219,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
170,3.0,96,0.9571000000000047,0.18823529411764706,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
171,-0.03125,93,0.9568000000000048,0.1871345029239766,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
172,-0.01041666666666663,95,0.9566000000000048,0.18604651162790697,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
173,-0.01041666666666674,95,0.9563000000000048,0.18497109826589594,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
174,-0.01041666666666663,95,0.9561000000000048,0.1839080459770115,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
175,-0.04166666666666674,92,0.9558000000000049,0.18285714285714286,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
176,-0.01041666666666663,95,0.9556000000000049,0.18181818181818182,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
177,-0.04166666666666663,92,0.955100000000005,0.1807909604519774,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
178,-0.01041666666666663,95,0.954900000000005,0.1797752808988764,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
179,-0.05208333333333337,91,0.954700000000005,0.1787709497206704,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
180,-0.03125,93,0.954500000000005,0.17777777777777778,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
181,3.0,96,0.954300000000005,0.18232044198895028,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
182,-0.02083333333333337,94,0.954100000000005,0.1813186813186813,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
183,-0.10416666666666674,86,0.9538000000000051,0.18032786885245902,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
184,3.0,96,0.9536000000000051,0.18478260869565216,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
185,-0.02083333333333337,94,0.9533000000000051,0.1837837837837838,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
186,-0.01041666666666663,95,0.9531000000000052,0.1827956989247312,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
187,-0.05208333333333326,91,0.9527000000000052,0.18181818181818182,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
188,-0.01041666666666674,95,0.9524000000000052,0.18085106382978725,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
189,-0.03125,93,0.9522000000000053,0.17989417989417988,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
190,-0.05208333333333337,91,0.9518000000000053,0.17894736842105263,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
191,-0.01041666666666663,95,0.9516000000000053,0.17801047120418848,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
192,-0.03125,93,0.9514000000000054,0.17708333333333334,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
193,3.0,96,0.9513000000000054,0.18134715025906736,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
194,-0.01041666666666674,95,0.9510000000000054,0.18041237113402062,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
195,-0.03125,93,0.9508000000000054,0.1794871794871795,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
196,-0.02083333333333337,94,0.9506000000000054,0.17857142857142858,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
197,-0.05208333333333337,91,0.9503000000000055,0.17766497461928935,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
198,-0.01041666666666674,95,0.9500000000000055,0.17676767676767677,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
199,-0.01041666666666674,95,0.9497000000000055,0.17587939698492464,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
200,-0.03125,93,0.9495000000000056,0.175,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
201,-0.03125000000000011,93,0.9491000000000056,0.17412935323383086,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
202,3.0,96,0.9489000000000056,0.1782178217821782,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
203,-0.16666666666666674,80,0.9485000000000057,0.17733990147783252,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
204,-0.0625,90,0.9482000000000057,0.17647058823529413,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
205,-0.0625,90,0.9480000000000057,0.17560975609756097,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
206,3.0,96,0.9478000000000057,0.1796116504854369,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
207,-0.02083333333333337,94,0.9475000000000058,0.178743961352657,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
208,-0.03125,93,0.9471000000000058,0.1778846153846154,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
209,-0.02083333333333337,94,0.9467000000000059,0.17703349282296652,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
210,-0.02083333333333337,94,0.9463000000000059,0.1761904761904762,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
211,3.0,96,0.9462000000000059,0.18009478672985782,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
212,-0.03125000000000011,93,0.945800000000006,0.1792452830188679,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
213,-0.08333333333333337,88,0.945600000000006,0.1784037558685446,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
214,-0.01041666666666674,95,0.945300000000006,0.17757009345794392,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
215,-0.01041666666666663,95,0.9448000000000061,0.17674418604651163,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
216,-0.01041666666666663,95,0.9446000000000061,0.17592592592592593,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
217,-0.02083333333333337,94,0.9439000000000062,0.17511520737327188,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
