Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq
24,-0.15217391304347816,78,0.9940000000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
25,-0.05434782608695643,87,0.9937000000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
26,-0.05434782608695654,87,0.9932000000000007,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
27,-0.5108695652173914,45,0.9929000000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
28,-0.8913043478260869,10,0.9926000000000008,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
29,-0.13043478260869557,80,0.9921000000000009,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
30,-0.05434782608695643,87,0.9917000000000009,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
31,-0.4782608695652173,48,0.991400000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
32,-0.10869565217391297,82,0.991100000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
33,-0.9891304347826086,1,0.990900000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
34,-0.1847826086956521,75,0.990500000000001,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
35,-0.23913043478260865,70,0.9896000000000011,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
36,-0.17391304347826086,76,0.9894000000000012,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
37,-0.11956521739130443,81,0.9890000000000012,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
38,-0.021739130434782483,90,0.9883000000000013,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
39,-0.3804347826086957,57,0.9881000000000013,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
40,-0.2282608695652173,71,0.9876000000000014,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
41,-0.09782608695652173,83,0.9873000000000014,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
42,-0.1413043478260868,79,0.9866000000000015,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
43,-0.9891304347826086,1,0.9864000000000015,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
44,-0.032608695652173836,89,0.9857000000000016,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
45,-0.21739130434782605,72,0.9854000000000016,0.0,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
46,3.0,92,0.9852000000000016,0.021739130434782608,1,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
47,-0.09782608695652162,83,0.9846000000000017,0.02127659574468085,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
48,-0.13043478260869545,80,0.9839000000000018,0.020833333333333332,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
49,-0.2282608695652173,71,0.9835000000000018,0.02040816326530612,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
50,-0.06521739130434767,86,0.9827000000000019,0.02,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
51,-0.23913043478260843,70,0.982000000000002,0.0196078431372549,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
52,-0.10869565217391297,82,0.981500000000002,0.019230769230769232,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
53,-0.0652173913043479,86,0.9811000000000021,0.018867924528301886,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
54,-0.15217391304347827,78,0.9809000000000021,0.018518518518518517,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
55,-0.08695652173913038,84,0.9805000000000021,0.01818181818181818,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
56,-0.1630434782608694,77,0.9800000000000022,0.017857142857142856,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
57,-0.032608695652173836,89,0.9795000000000023,0.017543859649122806,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
58,-0.2934782608695652,65,0.9781000000000024,0.017241379310344827,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
59,-0.14130434782608692,79,0.9779000000000024,0.01694915254237288,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
60,-0.14130434782608692,79,0.9776000000000025,0.016666666666666666,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
61,-0.9891304347826086,1,0.9774000000000025,0.01639344262295082,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
62,-0.021739130434782594,90,0.9770000000000025,0.016129032258064516,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
63,-0.09782608695652173,83,0.9767000000000026,0.015873015873015872,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
64,-0.2282608695652174,71,0.9765000000000026,0.015625,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
65,-0.021739130434782483,90,0.9761000000000026,0.015384615384615385,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
66,-0.05434782608695643,87,0.9758000000000027,0.015151515151515152,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
67,-0.14130434782608692,79,0.9755000000000027,0.014925373134328358,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
68,-0.21739130434782594,72,0.9750000000000028,0.014705882352941176,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
69,-0.2065217391304347,73,0.9744000000000028,0.014492753623188406,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
70,-0.08695652173913038,84,0.9738000000000029,0.014285714285714285,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
71,-0.1630434782608694,77,0.9733000000000029,0.014084507042253521,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
72,-0.26086956521739113,68,0.972800000000003,0.013888888888888888,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
73,-0.04347826086956508,88,0.972400000000003,0.0136986301369863,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
74,-0.18478260869565222,75,0.9722000000000031,0.013513513513513514,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
75,-0.40217391304347827,55,0.9715000000000031,0.013333333333333334,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
76,-0.19565217391304346,74,0.9708000000000032,0.013157894736842105,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
77,-0.07608695652173914,85,0.9705000000000032,0.012987012987012988,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
78,-0.11956521739130432,81,0.9703000000000033,0.01282051282051282,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
79,-0.11956521739130432,81,0.9701000000000033,0.012658227848101266,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
80,-0.04347826086956519,88,0.9699000000000033,0.0125,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
81,-0.21739130434782605,72,0.9693000000000034,0.012345679012345678,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
82,-0.07608695652173891,85,0.9687000000000034,0.012195121951219513,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
83,-0.11956521739130421,81,0.9681000000000035,0.012048192771084338,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
84,-0.2065217391304348,73,0.9674000000000036,0.011904761904761904,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
85,-0.07608695652173925,85,0.9668000000000037,0.011764705882352941,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
86,-0.32608695652173914,62,0.9664000000000037,0.011627906976744186,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
87,-0.021739130434782705,90,0.9658000000000038,0.011494252873563218,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
88,-0.9891304347826086,1,0.9656000000000038,0.011363636363636364,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
89,-0.09782608695652173,83,0.9652000000000038,0.011235955056179775,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
90,-0.10869565217391286,82,0.9644000000000039,0.011111111111111112,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
91,-0.04347826086956519,88,0.964000000000004,0.01098901098901099,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
92,-0.23913043478260865,70,0.963800000000004,0.010869565217391304,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
93,-0.0652173913043479,86,0.963200000000004,0.010752688172043012,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
94,-0.2065217391304348,73,0.9630000000000041,0.010638297872340425,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
95,-0.09782608695652173,83,0.9628000000000041,0.010526315789473684,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
96,-0.05434782608695643,87,0.9622000000000042,0.010416666666666666,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
97,-0.06521739130434767,86,0.9615000000000042,0.010309278350515464,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
98,-0.08695652173913038,84,0.9612000000000043,0.01020408163265306,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
99,-0.1630434782608695,77,0.9610000000000043,0.010101010101010102,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
100,-0.2717391304347826,67,0.9608000000000043,0.01,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
101,-0.05434782608695643,87,0.9605000000000044,0.009900990099009901,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
102,-0.07608695652173914,85,0.9603000000000044,0.00980392156862745,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
103,-0.021739130434782483,90,0.9596000000000044,0.009708737864077669,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
104,-0.06521739130434778,86,0.9593000000000045,0.009615384615384616,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
105,-0.05434782608695654,87,0.9591000000000045,0.009523809523809525,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
106,-0.9891304347826086,1,0.9589000000000045,0.009433962264150943,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
107,-0.05434782608695643,87,0.9583000000000046,0.009345794392523364,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
108,-0.1847826086956521,75,0.9573000000000047,0.009259259259259259,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
109,-0.9891304347826086,1,0.9571000000000047,0.009174311926605505,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
110,-0.260869565217391,68,0.9563000000000048,0.00909090909090909,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
111,-0.04347826086956508,88,0.9557000000000049,0.009009009009009009,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
112,-0.04347826086956519,88,0.9555000000000049,0.008928571428571428,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
113,-0.6086956521739131,36,0.9553000000000049,0.008849557522123894,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
114,-0.23913043478260865,70,0.955000000000005,0.008771929824561403,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
115,-0.08695652173913049,84,0.954700000000005,0.008695652173913044,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
116,-0.010869565217391242,91,0.954300000000005,0.008620689655172414,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
117,-0.05434782608695632,87,0.9537000000000051,0.008547008547008548,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
118,-0.08695652173913038,84,0.9531000000000052,0.00847457627118644,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
119,-0.07608695652173914,85,0.9528000000000052,0.008403361344537815,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
120,-0.1630434782608695,77,0.9523000000000053,0.008333333333333333,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
121,-0.11956521739130421,81,0.9514000000000054,0.008264462809917356,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
122,-0.03260869565217395,89,0.9512000000000054,0.00819672131147541,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
123,-0.46739130434782594,49,0.9507000000000054,0.008130081300813009,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
124,-0.08695652173913038,84,0.9502000000000055,0.008064516129032258,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
125,-0.9891304347826086,1,0.9500000000000055,0.008,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
126,-0.04347826086956508,88,0.9491000000000056,0.007936507936507936,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
127,-0.4130434782608695,54,0.9488000000000056,0.007874015748031496,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
128,-0.05434782608695643,87,0.9481000000000057,0.0078125,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
129,-0.25,69,0.9479000000000057,0.007751937984496124,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
130,-0.25,69,0.9476000000000058,0.007692307692307693,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
131,-0.8804347826086957,11,0.9469000000000058,0.007633587786259542,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
132,-0.05434782608695643,87,0.9465000000000059,0.007575757575757576,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
133,-0.021739130434782705,90,0.945800000000006,0.007518796992481203,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
134,-0.010869565217391242,91,0.945300000000006,0.007462686567164179,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
135,-0.15217391304347827,78,0.945100000000006,0.007407407407407408,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
136,-0.05434782608695643,87,0.9446000000000061,0.007352941176470588,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
137,-0.021739130434782483,90,0.9442000000000061,0.0072992700729927005,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
138,-0.032608695652173836,89,0.9439000000000062,0.007246376811594203,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
139,-0.06521739130434767,86,0.9433000000000062,0.007194244604316547,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
140,-0.17391304347826075,76,0.9428000000000063,0.007142857142857143,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
141,-0.4782608695652173,48,0.9421000000000064,0.0070921985815602835,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
142,-0.3152173913043478,63,0.9417000000000064,0.007042253521126761,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
143,-0.032608695652173836,89,0.9408000000000065,0.006993006993006993,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
144,-0.19565217391304346,74,0.9406000000000065,0.006944444444444444,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
145,-0.4347826086956521,52,0.9401000000000066,0.006896551724137931,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
146,-0.25,69,0.9398000000000066,0.00684931506849315,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
147,-0.03260869565217395,89,0.9396000000000067,0.006802721088435374,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
148,-0.26086956521739124,68,0.9393000000000067,0.006756756756756757,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
149,-0.021739130434782594,90,0.9389000000000067,0.006711409395973154,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
150,-0.04347826086956519,88,0.9387000000000068,0.006666666666666667,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
151,-0.04347826086956519,88,0.9385000000000068,0.006622516556291391,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
152,-0.06521739130434767,86,0.9375000000000069,0.006578947368421052,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
153,-0.5434782608695652,42,0.936900000000007,0.006535947712418301,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
154,-0.19565217391304346,74,0.936700000000007,0.006493506493506494,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
155,-0.07608695652173914,85,0.936500000000007,0.0064516129032258064,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
156,-0.9782608695652174,2,0.936200000000007,0.00641025641025641,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
157,-0.08695652173913038,84,0.9359000000000071,0.006369426751592357,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
158,-0.7282608695652174,25,0.9356000000000071,0.006329113924050633,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
159,-0.04347826086956519,88,0.9354000000000071,0.006289308176100629,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
160,-0.06521739130434778,86,0.9348000000000072,0.00625,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
161,-0.032608695652173836,89,0.9345000000000072,0.006211180124223602,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
162,-0.06521739130434778,86,0.9343000000000072,0.006172839506172839,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
163,-0.13043478260869557,80,0.9338000000000073,0.006134969325153374,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
164,-0.08695652173913049,84,0.9336000000000073,0.006097560975609756,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
165,-0.13043478260869568,80,0.9334000000000073,0.006060606060606061,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
166,-0.2065217391304347,73,0.9331000000000074,0.006024096385542169,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
167,-0.14130434782608692,79,0.9328000000000074,0.005988023952095809,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
168,-0.184782608695652,75,0.9322000000000075,0.005952380952380952,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
169,-0.8913043478260869,10,0.9317000000000075,0.005917159763313609,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
170,-0.19565217391304346,74,0.9314000000000076,0.0058823529411764705,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
171,-0.26086956521739135,68,0.9311000000000076,0.005847953216374269,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
172,-0.07608695652173914,85,0.9309000000000076,0.005813953488372093,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
173,-0.09782608695652173,83,0.9306000000000076,0.005780346820809248,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
174,-0.13043478260869568,80,0.9304000000000077,0.005747126436781609,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
175,-0.04347826086956508,88,0.9297000000000077,0.005714285714285714,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
176,-0.5543478260869565,41,0.9290000000000078,0.005681818181818182,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
177,-0.05434782608695654,87,0.9285000000000079,0.005649717514124294,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
178,-0.03260869565217395,89,0.9283000000000079,0.0056179775280898875,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
179,-0.07608695652173914,85,0.9281000000000079,0.00558659217877095,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
180,-0.9891304347826086,1,0.9279000000000079,0.005555555555555556,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
181,-0.06521739130434778,86,0.927600000000008,0.0055248618784530384,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
182,-0.1630434782608695,77,0.927300000000008,0.005494505494505495,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
183,-0.19565217391304346,74,0.926900000000008,0.00546448087431694,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
184,-0.07608695652173914,85,0.9267000000000081,0.005434782608695652,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
185,-0.07608695652173914,85,0.9264000000000081,0.005405405405405406,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
186,-0.1847826086956521,75,0.9259000000000082,0.005376344086021506,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
187,-0.09782608695652162,83,0.9254000000000082,0.0053475935828877,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
188,-0.04347826086956519,88,0.9249000000000083,0.005319148936170213,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
189,-0.05434782608695654,87,0.9245000000000083,0.005291005291005291,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
190,-0.1630434782608695,77,0.9243000000000083,0.005263157894736842,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
191,-0.07608695652173902,85,0.9234000000000084,0.005235602094240838,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
192,-0.19565217391304335,74,0.9230000000000085,0.005208333333333333,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
193,-0.07608695652173902,85,0.9226000000000085,0.0051813471502590676,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
194,-0.07608695652173902,85,0.9221000000000086,0.005154639175257732,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
195,-0.17391304347826086,76,0.9218000000000086,0.005128205128205128,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
196,-0.08695652173913027,84,0.9211000000000087,0.00510204081632653,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
197,-0.08695652173913038,84,0.9207000000000087,0.005076142131979695,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
198,-0.1630434782608695,77,0.9204000000000088,0.005050505050505051,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
199,-0.2934782608695651,65,0.9199000000000088,0.005025125628140704,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
200,-0.11956521739130432,81,0.9196000000000089,0.005,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
201,-0.07608695652173914,85,0.9193000000000089,0.004975124378109453,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
202,-0.06521739130434778,86,0.9190000000000089,0.0049504950495049506,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
203,-0.1413043478260868,79,0.918400000000009,0.0049261083743842365,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
204,-0.10869565217391297,82,0.918100000000009,0.004901960784313725,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
205,-0.043478260869564744,88,0.9168000000000092,0.004878048780487805,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
206,-0.2065217391304347,73,0.9161000000000092,0.0048543689320388345,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
207,-0.10869565217391297,82,0.9158000000000093,0.004830917874396135,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
208,-0.3478260869565215,60,0.9152000000000093,0.004807692307692308,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
209,-0.021739130434782483,90,0.9148000000000094,0.004784688995215311,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
210,-0.10869565217391297,82,0.9145000000000094,0.004761904761904762,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
211,-0.19565217391304335,74,0.9141000000000095,0.004739336492890996,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
212,-0.04347826086956508,88,0.9137000000000095,0.0047169811320754715,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
213,-0.2934782608695652,65,0.9127000000000096,0.004694835680751174,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
214,-0.05434782608695643,87,0.9120000000000097,0.004672897196261682,0,3,0.99,0.0001,1.0,0.05,0.0001,3000,32,1000
