Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio
84,-0.967391304347826,3,0.9693000000000034,0.0
85,-0.18478260869565222,75,0.9687000000000034,0.0
86,-0.03260869565217395,89,0.9681000000000035,0.0
87,-0.11956521739130432,81,0.9679000000000035,0.0
88,-0.11956521739130432,81,0.9676000000000036,0.0
89,-0.06521739130434767,86,0.9666000000000037,0.0
90,-0.2717391304347826,67,0.9663000000000037,0.0
91,-0.021739130434782705,90,0.9660000000000037,0.0
92,-0.2065217391304347,73,0.9657000000000038,0.0
93,-0.13043478260869557,80,0.9653000000000038,0.0
94,-0.14130434782608692,79,0.9650000000000039,0.0
95,-0.032608695652173836,89,0.9644000000000039,0.0
96,-0.14130434782608692,79,0.9642000000000039,0.0
97,-0.05434782608695632,87,0.963600000000004,0.0
98,-0.1630434782608695,77,0.963300000000004,0.0
99,-0.9891304347826086,1,0.9631000000000041,0.0
100,-0.1630434782608695,77,0.9629000000000041,0.0
101,-0.0652173913043479,86,0.9624000000000041,0.0
102,-0.21739130434782605,72,0.9619000000000042,0.0
103,-0.08695652173913049,84,0.9617000000000042,0.0
104,-0.10869565217391297,82,0.9613000000000043,0.0
105,-0.40217391304347827,55,0.9611000000000043,0.0
106,-0.17391304347826075,76,0.9606000000000043,0.0
107,-0.2717391304347825,67,0.9602000000000044,0.0
108,-0.17391304347826086,76,0.9600000000000044,0.0
109,-0.42391304347826086,53,0.9593000000000045,0.0
110,3.0,92,0.9588000000000045,0.00909090909090909
111,-0.05434782608695643,87,0.9583000000000046,0.009009009009009009
112,-0.05434782608695654,87,0.9580000000000046,0.008928571428571428
113,-0.11956521739130432,81,0.9575000000000047,0.008849557522123894
114,-0.05434782608695654,87,0.9570000000000047,0.008771929824561403
115,-0.05434782608695654,87,0.9568000000000048,0.008695652173913044
116,-0.10869565217391297,82,0.9564000000000048,0.008620689655172414
117,-0.09782608695652162,83,0.9558000000000049,0.008547008547008548
118,-0.2065217391304348,73,0.9556000000000049,0.00847457627118644
119,-0.1847826086956521,75,0.9553000000000049,0.008403361344537815
120,-0.05434782608695654,87,0.954900000000005,0.008333333333333333
121,-0.05434782608695643,87,0.954400000000005,0.008264462809917356
122,-0.07608695652173902,85,0.9540000000000051,0.00819672131147541
123,-0.06521739130434778,86,0.9533000000000051,0.008130081300813009
124,-0.23913043478260865,70,0.9531000000000052,0.008064516129032258
125,-0.09782608695652151,83,0.9522000000000053,0.008
126,-0.05434782608695654,87,0.9517000000000053,0.007936507936507936
127,-0.14130434782608692,79,0.9514000000000054,0.007874015748031496
128,-0.15217391304347816,78,0.9511000000000054,0.0078125
129,-0.15217391304347816,78,0.9508000000000054,0.007751937984496124
130,-0.07608695652173914,85,0.9505000000000055,0.007692307692307693
131,-0.11956521739130432,81,0.9503000000000055,0.007633587786259542
132,-0.2717391304347826,67,0.9501000000000055,0.007575757575757576
133,-0.21739130434782605,72,0.9498000000000055,0.007518796992481203
134,-0.10869565217391275,82,0.9490000000000056,0.007462686567164179
135,-0.09782608695652173,83,0.9487000000000056,0.007407407407407408
136,-0.021739130434782483,90,0.9483000000000057,0.007352941176470588
137,-0.11956521739130432,81,0.9481000000000057,0.0072992700729927005
138,-0.3043478260869561,64,0.9468000000000059,0.007246376811594203
139,-0.11956521739130432,81,0.9466000000000059,0.007194244604316547
140,-0.42391304347826086,53,0.9462000000000059,0.007142857142857143
141,-0.10869565217391297,82,0.945900000000006,0.0070921985815602835
142,-0.1630434782608695,77,0.945400000000006,0.007042253521126761
143,-0.09782608695652173,83,0.9449000000000061,0.006993006993006993
144,-0.05434782608695654,87,0.9444000000000061,0.006944444444444444
145,-0.06521739130434778,86,0.9442000000000061,0.006896551724137931
146,-0.9891304347826086,1,0.9440000000000062,0.00684931506849315
147,-0.08695652173913049,84,0.9438000000000062,0.006802721088435374
148,-0.05434782608695643,87,0.9435000000000062,0.006756756756756757
149,-0.021739130434782483,90,0.9429000000000063,0.006711409395973154
150,-0.19565217391304346,74,0.9425000000000063,0.006666666666666667
151,-0.19565217391304346,74,0.9423000000000064,0.006622516556291391
152,-0.2065217391304347,73,0.9420000000000064,0.006578947368421052
153,-0.07608695652173914,85,0.9415000000000064,0.006535947712418301
154,-0.0869565217391306,84,0.9411000000000065,0.006493506493506494
155,-0.07608695652173914,85,0.9406000000000065,0.0064516129032258064
156,-0.04347826086956519,88,0.9401000000000066,0.00641025641025641
157,-0.08695652173913027,84,0.9396000000000067,0.006369426751592357
158,-0.032608695652173614,89,0.9387000000000068,0.006329113924050633
159,-0.06521739130434778,86,0.9385000000000068,0.006289308176100629
160,-0.08695652173913049,84,0.9383000000000068,0.00625
161,-0.06521739130434778,86,0.9378000000000069,0.006211180124223602
162,-0.2282608695652174,71,0.9374000000000069,0.006172839506172839
163,-0.5978260869565217,37,0.936900000000007,0.006134969325153374
164,-0.2282608695652174,71,0.936500000000007,0.006097560975609756
165,-0.15217391304347816,78,0.9358000000000071,0.006060606060606061
166,-0.06521739130434756,86,0.9349000000000072,0.006024096385542169
167,-0.6086956521739131,36,0.9346000000000072,0.005988023952095809
168,-0.25,69,0.9344000000000072,0.005952380952380952
169,-0.04347826086956508,88,0.9339000000000073,0.005917159763313609
170,-0.08695652173913027,84,0.9331000000000074,0.0058823529411764705
171,-0.05434782608695643,87,0.9327000000000074,0.005847953216374269
172,-0.15217391304347816,78,0.9324000000000074,0.005813953488372093
173,-0.09782608695652173,83,0.9321000000000075,0.005780346820809248
174,-0.08695652173913027,84,0.9312000000000076,0.005747126436781609
175,-0.18478260869565222,75,0.9308000000000076,0.005714285714285714
176,-0.967391304347826,3,0.9304000000000077,0.005681818181818182
177,-0.26086956521739135,68,0.9296000000000078,0.005649717514124294
178,-0.17391304347826086,76,0.9294000000000078,0.0056179775280898875
179,-0.14130434782608692,79,0.9291000000000078,0.00558659217877095
180,-0.08695652173913027,84,0.9286000000000079,0.005555555555555556
181,-0.2934782608695652,65,0.9284000000000079,0.0055248618784530384
182,-0.9891304347826086,1,0.9282000000000079,0.005494505494505495
183,-0.3586956521739131,59,0.9280000000000079,0.00546448087431694
184,-0.10869565217391297,82,0.927700000000008,0.005434782608695652
185,-0.08695652173913038,84,0.927400000000008,0.005405405405405406
186,-0.032608695652173614,89,0.9266000000000081,0.005376344086021506
187,-0.8043478260869565,18,0.9258000000000082,0.0053475935828877
188,-0.16304347826086918,77,0.9247000000000083,0.005319148936170213
189,-0.021739130434782594,90,0.9243000000000083,0.005291005291005291
190,-0.05434782608695654,87,0.9238000000000084,0.005263157894736842
191,-0.021739130434782594,90,0.9234000000000084,0.005235602094240838
192,-0.6739130434782609,30,0.9229000000000085,0.005208333333333333
193,-0.16304347826086918,77,0.9218000000000086,0.0051813471502590676
194,-0.15217391304347827,78,0.9216000000000086,0.005154639175257732
195,-0.05434782608695643,87,0.9213000000000087,0.005128205128205128
196,-0.06521739130434778,86,0.9210000000000087,0.00510204081632653
197,-0.1847826086956521,75,0.9207000000000087,0.005076142131979695
198,-0.15217391304347827,78,0.9205000000000088,0.005050505050505051
199,-0.04347826086956508,88,0.9197000000000088,0.005025125628140704
200,-0.06521739130434767,86,0.9192000000000089,0.005
201,-0.11956521739130421,81,0.918700000000009,0.004975124378109453
202,-0.26086956521739135,68,0.918500000000009,0.0049504950495049506
203,-0.06521739130434778,86,0.918300000000009,0.0049261083743842365
204,-0.6304347826086957,34,0.918100000000009,0.004901960784313725
205,-0.8586956521739131,13,0.917900000000009,0.004878048780487805
206,-0.9782608695652174,2,0.9176000000000091,0.0048543689320388345
207,-0.04347826086956519,88,0.9173000000000091,0.004830917874396135
208,-0.05434782608695643,87,0.9170000000000091,0.004807692307692308
209,-0.04347826086956508,88,0.9166000000000092,0.004784688995215311
210,-0.08695652173913038,84,0.9161000000000092,0.004761904761904762
211,-0.15217391304347827,78,0.9159000000000093,0.004739336492890996
212,-0.06521739130434778,86,0.9155000000000093,0.0047169811320754715
213,-0.9891304347826086,1,0.9153000000000093,0.004694835680751174
214,-0.08695652173913038,84,0.9149000000000094,0.004672897196261682
215,-0.28260869565217395,66,0.9144000000000094,0.004651162790697674
216,-0.2282608695652174,71,0.9142000000000094,0.004629629629629629
217,-0.08695652173913038,84,0.9136000000000095,0.004608294930875576
218,-0.25,69,0.9131000000000096,0.0045871559633027525
219,-0.07608695652173914,85,0.9128000000000096,0.0045662100456621
220,-0.4782608695652174,48,0.9126000000000096,0.004545454545454545
221,-0.06521739130434767,86,0.9122000000000097,0.004524886877828055
222,-0.07608695652173914,85,0.9119000000000097,0.0045045045045045045
223,-0.11956521739130443,81,0.9111000000000098,0.004484304932735426
224,-0.08695652173913038,84,0.9108000000000098,0.004464285714285714
225,-0.3369565217391304,61,0.9105000000000099,0.0044444444444444444
226,-0.09782608695652173,83,0.9100000000000099,0.004424778761061947
227,-0.35869565217391297,59,0.90960000000001,0.004405286343612335
228,-0.10869565217391308,82,0.90940000000001,0.0043859649122807015
229,-0.07608695652173891,85,0.9083000000000101,0.004366812227074236
230,-0.06521739130434778,86,0.9078000000000102,0.004347826086956522
231,-0.05434782608695654,87,0.9076000000000102,0.004329004329004329
232,-0.09782608695652173,83,0.9074000000000102,0.004310344827586207
233,-0.06521739130434778,86,0.9070000000000102,0.004291845493562232
234,-0.08695652173913038,84,0.9065000000000103,0.004273504273504274
235,-0.010869565217391242,91,0.9062000000000103,0.00425531914893617
236,-0.09782608695652173,83,0.9059000000000104,0.00423728813559322
237,-0.17391304347826086,76,0.9056000000000104,0.004219409282700422
238,-0.03260869565217395,89,0.9054000000000104,0.004201680672268907
239,-0.23913043478260865,70,0.9050000000000105,0.0041841004184100415
240,-0.032608695652173836,89,0.9047000000000105,0.004166666666666667
241,-0.09782608695652173,83,0.9044000000000105,0.004149377593360996
242,-0.1630434782608695,77,0.9042000000000106,0.004132231404958678
243,-0.19565217391304346,74,0.9037000000000106,0.00411522633744856
244,-0.08695652173913038,84,0.9034000000000106,0.004098360655737705
245,-0.08695652173913038,84,0.9031000000000107,0.004081632653061225
246,-0.08695652173913038,84,0.9028000000000107,0.0040650406504065045
247,-0.15217391304347827,78,0.9026000000000107,0.004048582995951417
248,-0.06521739130434778,86,0.9020000000000108,0.004032258064516129
249,-0.967391304347826,3,0.9016000000000108,0.004016064257028112
250,-0.09782608695652173,83,0.9014000000000109,0.004
251,-0.05434782608695632,87,0.900500000000011,0.00398406374501992
252,-0.09782608695652173,83,0.900000000000011,0.003968253968253968
253,-0.04347826086956519,88,0.899800000000011,0.003952569169960474
254,-0.032608695652173836,89,0.8994000000000111,0.003937007874015748
255,-0.15217391304347805,78,0.8988000000000111,0.00392156862745098
256,-0.09782608695652151,83,0.8980000000000112,0.00390625
257,-0.021739130434782483,90,0.8976000000000113,0.0038910505836575876
258,-0.17391304347826086,76,0.8972000000000113,0.003875968992248062
259,-0.04347826086956519,88,0.8969000000000114,0.003861003861003861
260,-0.3478260869565216,60,0.8962000000000114,0.0038461538461538464
261,-0.9891304347826086,1,0.8960000000000115,0.0038314176245210726
262,-0.09782608695652151,83,0.8952000000000115,0.003816793893129771
263,-0.13043478260869568,80,0.8950000000000116,0.0038022813688212928
264,-0.14130434782608692,79,0.8948000000000116,0.003787878787878788
265,-0.08695652173913038,84,0.8945000000000116,0.0037735849056603774
266,-0.09782608695652162,83,0.8939000000000117,0.0037593984962406013
267,-0.13043478260869568,80,0.8937000000000117,0.003745318352059925
268,-0.1413043478260868,79,0.8929000000000118,0.0037313432835820895
269,-0.04347826086956519,88,0.8927000000000118,0.0037174721189591076
270,-0.09782608695652173,83,0.8924000000000119,0.003703703703703704
271,-0.9456521739130435,5,0.8918000000000119,0.0036900369003690036
272,-0.05434782608695643,87,0.891500000000012,0.003676470588235294
273,-0.1630434782608695,77,0.891000000000012,0.003663003663003663
274,-0.9891304347826086,1,0.890800000000012,0.0036496350364963502
275,-0.10869565217391297,82,0.8905000000000121,0.0036363636363636364
276,-0.032608695652173836,89,0.8901000000000121,0.0036231884057971015
277,-0.04347826086956508,88,0.8894000000000122,0.0036101083032490976
278,-0.05434782608695654,87,0.8890000000000122,0.0035971223021582736
279,-0.09782608695652151,83,0.8883000000000123,0.0035842293906810036
280,-0.46739130434782605,49,0.8881000000000123,0.0035714285714285713
281,-0.032608695652173725,89,0.8876000000000124,0.0035587188612099642
282,-0.03260869565217395,89,0.8870000000000124,0.0035460992907801418
283,-0.15217391304347816,78,0.8863000000000125,0.0035335689045936395
284,-0.032608695652173836,89,0.8860000000000126,0.0035211267605633804
285,-0.10869565217391297,82,0.8857000000000126,0.0035087719298245615
286,-0.05434782608695643,87,0.8854000000000126,0.0034965034965034965
287,-0.05434782608695654,87,0.8850000000000127,0.003484320557491289
288,-0.326086956521739,62,0.8846000000000127,0.003472222222222222
289,-0.021739130434782594,90,0.8844000000000127,0.0034602076124567475
290,-0.06521739130434778,86,0.8842000000000128,0.0034482758620689655
291,-0.10869565217391297,82,0.8839000000000128,0.003436426116838488
292,-0.9782608695652174,2,0.8836000000000128,0.003424657534246575
293,-0.06521739130434767,86,0.8831000000000129,0.0034129692832764505
294,-0.2282608695652173,71,0.8827000000000129,0.003401360544217687
295,-0.2065217391304347,73,0.882400000000013,0.003389830508474576
296,-0.04347826086956519,88,0.882200000000013,0.0033783783783783786
297,-0.032608695652173836,89,0.881800000000013,0.003367003367003367
298,-0.032608695652173836,89,0.8813000000000131,0.003355704697986577
299,-0.09782608695652162,83,0.8808000000000131,0.0033444816053511705
300,-0.26086956521739124,68,0.8805000000000132,0.0033333333333333335
301,-0.1195652173913041,81,0.8799000000000132,0.0033222591362126247
302,-0.14130434782608692,79,0.8791000000000133,0.0033112582781456954
303,-0.08695652173913038,84,0.8786000000000134,0.0033003300330033004
304,-0.17391304347826075,76,0.8778000000000135,0.003289473684210526
305,-0.9130434782608696,8,0.8774000000000135,0.003278688524590164
306,-0.10869565217391308,82,0.8772000000000135,0.0032679738562091504
307,-0.10869565217391286,82,0.8767000000000136,0.003257328990228013
308,-0.23913043478260865,70,0.8761000000000136,0.003246753246753247
309,-0.13043478260869557,80,0.8758000000000137,0.003236245954692557
310,-0.11956521739130421,81,0.8753000000000137,0.0032258064516129032
311,-0.06521739130434778,86,0.8750000000000138,0.003215434083601286
312,-0.07608695652173902,85,0.8745000000000138,0.003205128205128205
313,-0.06521739130434778,86,0.8741000000000139,0.003194888178913738
314,-0.0760869565217388,85,0.873300000000014,0.0031847133757961785
315,-0.07608695652173914,85,0.872900000000014,0.0031746031746031746
316,-0.07608695652173891,85,0.8721000000000141,0.0031645569620253164
317,-0.18478260869565222,75,0.8719000000000141,0.0031545741324921135
318,3.0,92,0.8714000000000142,0.006289308176100629
319,-0.30434782608695654,64,0.8712000000000142,0.006269592476489028
320,-0.032608695652173836,89,0.8708000000000142,0.00625
321,-0.2934782608695651,65,0.8704000000000143,0.006230529595015576
322,-0.05434782608695654,87,0.8702000000000143,0.006211180124223602
323,-0.021739130434782483,90,0.8698000000000143,0.006191950464396285
324,-0.04347826086956508,88,0.8693000000000144,0.006172839506172839
325,-0.10869565217391286,82,0.8684000000000145,0.006153846153846154
326,-0.13043478260869568,80,0.8682000000000145,0.006134969325153374
327,-0.21739130434782605,72,0.8679000000000145,0.0061162079510703364
328,-0.21739130434782605,72,0.8676000000000146,0.006097560975609756
329,-0.032608695652173836,89,0.8672000000000146,0.0060790273556231
330,-0.08695652173913038,84,0.8668000000000147,0.006060606060606061
331,-0.10869565217391297,82,0.8664000000000147,0.006042296072507553
332,-0.07608695652173902,85,0.8657000000000148,0.006024096385542169
333,-0.08695652173913049,84,0.8654000000000148,0.006006006006006006
334,-0.8369565217391304,15,0.8652000000000148,0.005988023952095809
335,-0.05434782608695654,87,0.8647000000000149,0.005970149253731343
336,-0.05434782608695632,87,0.864100000000015,0.005952380952380952
337,-0.14130434782608692,79,0.863800000000015,0.005934718100890208
338,-0.7173913043478262,26,0.863500000000015,0.005917159763313609
339,-0.032608695652173836,89,0.8629000000000151,0.0058997050147492625
340,-0.11956521739130432,81,0.8625000000000151,0.0058823529411764705
341,-0.1847826086956521,75,0.8620000000000152,0.005865102639296188
342,-0.06521739130434778,86,0.8616000000000152,0.005847953216374269
343,-0.10869565217391275,82,0.8608000000000153,0.0058309037900874635
344,-0.04347826086956519,88,0.8602000000000154,0.005813953488372093
345,-0.2065217391304347,73,0.8598000000000154,0.005797101449275362
346,-0.3478260869565216,60,0.8594000000000155,0.005780346820809248
347,-0.2282608695652173,71,0.8591000000000155,0.005763688760806916
348,-0.07608695652173914,85,0.8588000000000156,0.005747126436781609
349,-0.30434782608695654,64,0.8586000000000156,0.0057306590257879654
350,-0.07608695652173914,85,0.8583000000000156,0.005714285714285714
351,-0.04347826086956519,88,0.8580000000000156,0.005698005698005698
352,-0.19565217391304346,74,0.8578000000000157,0.005681818181818182
353,-0.032608695652173836,89,0.8574000000000157,0.0056657223796034
354,-0.08695652173913027,84,0.8568000000000158,0.005649717514124294
355,-0.17391304347826064,76,0.8562000000000158,0.005633802816901409
356,-0.09782608695652173,83,0.8559000000000159,0.0056179775280898875
357,-0.967391304347826,3,0.8555000000000159,0.0056022408963585435
358,-0.11956521739130432,81,0.854700000000016,0.00558659217877095
359,-0.04347826086956519,88,0.854300000000016,0.005571030640668524
360,-0.05434782608695654,87,0.8541000000000161,0.005555555555555556
361,-0.9021739130434783,9,0.8539000000000161,0.00554016620498615
362,3.0,92,0.8534000000000161,0.008287292817679558
363,-0.04347826086956508,88,0.8530000000000162,0.008264462809917356
364,-0.9891304347826086,1,0.8528000000000162,0.008241758241758242
365,-0.08695652173913038,84,0.8520000000000163,0.00821917808219178
366,-0.06521739130434767,86,0.8515000000000164,0.00819672131147541
367,-0.34782608695652173,60,0.8512000000000164,0.008174386920980926
368,-0.09782608695652173,83,0.8507000000000164,0.008152173913043478
369,-0.021739130434782594,90,0.8504000000000165,0.008130081300813009
370,-0.15217391304347827,78,0.8495000000000166,0.008108108108108109
371,-0.04347826086956519,88,0.8489000000000166,0.008086253369272238
372,-0.1847826086956521,75,0.8486000000000167,0.008064516129032258
373,-0.05434782608695654,87,0.8478000000000168,0.00804289544235925
374,-0.08695652173913038,84,0.8475000000000168,0.008021390374331552
375,-0.04347826086956519,88,0.8470000000000169,0.008
376,-0.08695652173913038,84,0.8467000000000169,0.007978723404255319
377,-0.1847826086956521,75,0.8463000000000169,0.007957559681697613
378,-0.07608695652173902,85,0.845900000000017,0.007936507936507936
379,-0.05434782608695643,87,0.845500000000017,0.0079155672823219
380,-0.032608695652173725,89,0.8436000000000172,0.007894736842105263
381,-0.07608695652173914,85,0.8434000000000172,0.007874015748031496
382,-0.0652173913043479,86,0.8431000000000173,0.007853403141361256
383,-0.09782608695652173,83,0.8428000000000173,0.007832898172323759
384,-0.9891304347826086,1,0.8426000000000173,0.0078125
385,-0.05434782608695654,87,0.8422000000000174,0.007792207792207792
386,-0.10869565217391308,82,0.8420000000000174,0.007772020725388601
387,-0.021739130434782594,90,0.8417000000000174,0.007751937984496124
388,-0.05434782608695654,87,0.8412000000000175,0.007731958762886598
389,-0.04347826086956519,88,0.8409000000000175,0.007712082262210797
390,-0.04347826086956519,88,0.8407000000000175,0.007692307692307693
391,-0.021739130434782483,90,0.8403000000000176,0.0076726342710997444
392,-0.04347826086956519,88,0.8400000000000176,0.007653061224489796
393,-0.10869565217391286,82,0.8388000000000178,0.007633587786259542
394,-0.31521739130434756,63,0.8381000000000178,0.007614213197969543
395,-0.06521739130434778,86,0.8376000000000179,0.007594936708860759
396,-0.1413043478260868,79,0.836900000000018,0.007575757575757576
397,-0.8586956521739131,13,0.836400000000018,0.007556675062972292
398,-0.06521739130434778,86,0.8360000000000181,0.007537688442211055
399,-0.13043478260869534,80,0.8352000000000182,0.007518796992481203
400,-0.07608695652173914,85,0.8348000000000182,0.0075
401,-0.15217391304347827,78,0.8346000000000182,0.007481296758104738
402,-0.1630434782608695,77,0.8344000000000182,0.007462686567164179
403,-0.11956521739130432,81,0.8339000000000183,0.007444168734491315
404,-0.04347826086956508,88,0.8334000000000183,0.007425742574257425
405,-0.010869565217391242,91,0.8331000000000184,0.007407407407407408
406,-0.021739130434782594,90,0.8323000000000185,0.007389162561576354
407,-0.08695652173913038,84,0.8320000000000185,0.007371007371007371
408,-0.09782608695652117,83,0.8303000000000187,0.007352941176470588
409,-0.14130434782608692,79,0.8300000000000187,0.007334963325183374
410,-0.05434782608695643,87,0.8297000000000188,0.007317073170731708
411,-0.2065217391304347,73,0.8287000000000189,0.0072992700729927005
412,-0.967391304347826,3,0.8283000000000189,0.007281553398058253
413,-0.032608695652173836,89,0.827900000000019,0.007263922518159807
414,-0.17391304347826086,76,0.827600000000019,0.007246376811594203
415,-0.09782608695652162,83,0.827100000000019,0.007228915662650603
416,-0.6304347826086957,34,0.8269000000000191,0.007211538461538462
417,-0.06521739130434767,86,0.8264000000000191,0.007194244604316547
418,-0.04347826086956519,88,0.8262000000000191,0.007177033492822967
419,-0.06521739130434756,86,0.8252000000000193,0.007159904534606206
420,-0.06521739130434778,86,0.8248000000000193,0.007142857142857143
421,-0.043478260869564966,88,0.8239000000000194,0.007125890736342043
422,-0.9891304347826086,1,0.8237000000000194,0.0071090047393364926
423,-0.021739130434782483,90,0.8233000000000195,0.0070921985815602835
424,-0.06521739130434767,86,0.8227000000000195,0.007075471698113208
425,-0.04347826086956508,88,0.8219000000000196,0.007058823529411765
426,-0.05434782608695643,87,0.8216000000000196,0.007042253521126761
427,-0.184782608695652,75,0.8211000000000197,0.00702576112412178
428,-0.1413043478260868,79,0.8206000000000198,0.007009345794392523
429,-0.04347826086956519,88,0.8199000000000198,0.006993006993006993
430,-0.15217391304347805,78,0.8192000000000199,0.0069767441860465115
431,-0.05434782608695654,87,0.81880000000002,0.0069605568445475635
432,-0.05434782608695632,87,0.81810000000002,0.006944444444444444
433,-0.043478260869564966,88,0.8174000000000201,0.006928406466512702
434,-0.5217391304347827,44,0.8168000000000202,0.0069124423963133645
435,-0.1847826086956521,75,0.8164000000000202,0.006896551724137931
436,-0.3152173913043478,63,0.8160000000000203,0.006880733944954129
437,-0.2065217391304347,73,0.8156000000000203,0.006864988558352402
438,-0.1195652173913041,81,0.8148000000000204,0.00684931506849315
439,-0.021739130434782372,90,0.8142000000000205,0.00683371298405467
440,-0.08695652173913038,84,0.8136000000000205,0.006818181818181818
441,-0.13043478260869557,80,0.8132000000000206,0.006802721088435374
442,-0.01086956521739102,91,0.8119000000000207,0.006787330316742082
443,-0.14130434782608703,79,0.8113000000000208,0.006772009029345372
444,-0.04347826086956519,88,0.8106000000000209,0.006756756756756757
445,-0.05434782608695654,87,0.8102000000000209,0.006741573033707865
446,-0.10869565217391286,82,0.809500000000021,0.006726457399103139
447,-0.9782608695652174,2,0.809200000000021,0.006711409395973154
448,-0.6521739130434783,32,0.809000000000021,0.006696428571428571
449,-0.1630434782608695,77,0.8088000000000211,0.0066815144766146995
450,-0.17391304347826075,76,0.8084000000000211,0.006666666666666667
451,-0.0652173913043479,86,0.8079000000000212,0.0066518847006651885
452,-0.11956521739130432,81,0.8076000000000212,0.00663716814159292
453,-0.07608695652173914,85,0.8074000000000212,0.006622516556291391
454,-0.32608695652173914,62,0.8071000000000212,0.006607929515418502
455,-0.7391304347826086,24,0.8069000000000213,0.006593406593406593
